site_name,New_taxon,year_trt,trt,block,max_cover,taxon_site,new_max_cover
Cary IES,Lolium_pratense,T1,Disturbance,4,20,Lolium_pratense_Cary IES,0.2
Cary IES,Lolium_pratense,T1,NPK,1,70,Lolium_pratense_Cary IES,0.7
Cary IES,Lolium_pratense,T1,NPK,3,10,Lolium_pratense_Cary IES,0.1
Cary IES,Lolium_pratense,T1,NPK,5,10,Lolium_pratense_Cary IES,0.1
Cary IES,Lolium_pratense,T1,NPK+Disturbance,1,90,Lolium_pratense_Cary IES,0.9
Cary IES,Lolium_pratense,T1,NPK+Disturbance,2,0,Lolium_pratense_Cary IES,0
Cary IES,Lolium_pratense,T1,NPK+Disturbance,3,0,Lolium_pratense_Cary IES,0
Cary IES,Lolium_pratense,T1,NPK+Disturbance,4,0,Lolium_pratense_Cary IES,0
Cary IES,Monarda_fistulosa,T0,Control,1,1,Monarda_fistulosa_Cary IES,0.01
Cary IES,Monarda_fistulosa,T0,Control,2,10,Monarda_fistulosa_Cary IES,0.1
Cary IES,Monarda_fistulosa,T0,Control,3,0,Monarda_fistulosa_Cary IES,0
Cary IES,Monarda_fistulosa,T0,Control,4,15,Monarda_fistulosa_Cary IES,0.15
Cary IES,Monarda_fistulosa,T0,Control,5,25,Monarda_fistulosa_Cary IES,0.25
Cary IES,Monarda_fistulosa,T0,Disturbance,1,0,Monarda_fistulosa_Cary IES,0
Cary IES,Monarda_fistulosa,T0,Disturbance,2,30,Monarda_fistulosa_Cary IES,0.3
Cary IES,Monarda_fistulosa,T0,Disturbance,3,0,Monarda_fistulosa_Cary IES,0
Cary IES,Monarda_fistulosa,T0,Disturbance,4,5,Monarda_fistulosa_Cary IES,0.05
Cary IES,Monarda_fistulosa,T0,Disturbance,5,2,Monarda_fistulosa_Cary IES,0.02
Cary IES,Monarda_fistulosa,T0,NPK,1,10,Monarda_fistulosa_Cary IES,0.1
Cary IES,Monarda_fistulosa,T0,NPK,2,20,Monarda_fistulosa_Cary IES,0.2
Cary IES,Monarda_fistulosa,T0,NPK,4,10,Monarda_fistulosa_Cary IES,0.1
Cary IES,Monarda_fistulosa,T0,NPK,5,20,Monarda_fistulosa_Cary IES,0.2
Cary IES,Monarda_fistulosa,T0,NPK+Disturbance,3,1,Monarda_fistulosa_Cary IES,0.01
Cary IES,Monarda_fistulosa,T0,NPK+Disturbance,4,25,Monarda_fistulosa_Cary IES,0.25
Cary IES,Monarda_fistulosa,T1,Control,1,5,Monarda_fistulosa_Cary IES,0.05
Cary IES,Monarda_fistulosa,T1,Control,2,10,Monarda_fistulosa_Cary IES,0.1
Cary IES,Monarda_fistulosa,T1,Control,3,5,Monarda_fistulosa_Cary IES,0.05
Cary IES,Monarda_fistulosa,T1,Control,4,40,Monarda_fistulosa_Cary IES,0.4
Cary IES,Monarda_fistulosa,T1,Control,5,0,Monarda_fistulosa_Cary IES,0
Cary IES,Monarda_fistulosa,T1,Disturbance,1,1,Monarda_fistulosa_Cary IES,0.01
Cary IES,Monarda_fistulosa,T1,Disturbance,2,0,Monarda_fistulosa_Cary IES,0
Cary IES,Monarda_fistulosa,T1,Disturbance,3,3,Monarda_fistulosa_Cary IES,0.03
Cary IES,Monarda_fistulosa,T1,Disturbance,4,5,Monarda_fistulosa_Cary IES,0.05
Cary IES,Monarda_fistulosa,T1,Disturbance,5,10,Monarda_fistulosa_Cary IES,0.1
Cary IES,Monarda_fistulosa,T1,NPK,1,10,Monarda_fistulosa_Cary IES,0.1
Cary IES,Monarda_fistulosa,T1,NPK,2,5,Monarda_fistulosa_Cary IES,0.05
Cary IES,Monarda_fistulosa,T1,NPK,4,20,Monarda_fistulosa_Cary IES,0.2
Cary IES,Monarda_fistulosa,T1,NPK,5,30,Monarda_fistulosa_Cary IES,0.3
Cary IES,Monarda_fistulosa,T1,NPK+Disturbance,3,3,Monarda_fistulosa_Cary IES,0.03
Cary IES,Monarda_fistulosa,T1,NPK+Disturbance,4,3,Monarda_fistulosa_Cary IES,0.03
Cary IES,Parthenocissus_quinquefolia,T0,Control,3,5,Parthenocissus_quinquefolia_Cary IES,0.05
Cary IES,Parthenocissus_quinquefolia,T0,Control,4,0,Parthenocissus_quinquefolia_Cary IES,0
Cary IES,Parthenocissus_quinquefolia,T0,Disturbance,1,1,Parthenocissus_quinquefolia_Cary IES,0.01
Cary IES,Parthenocissus_quinquefolia,T0,Disturbance,2,1,Parthenocissus_quinquefolia_Cary IES,0.01
Cary IES,Parthenocissus_quinquefolia,T0,NPK,1,0,Parthenocissus_quinquefolia_Cary IES,0
Cary IES,Parthenocissus_quinquefolia,T0,NPK,5,0,Parthenocissus_quinquefolia_Cary IES,0
Cary IES,Parthenocissus_quinquefolia,T0,NPK+Disturbance,5,1,Parthenocissus_quinquefolia_Cary IES,0.01
Cary IES,Parthenocissus_quinquefolia,T1,Control,3,0,Parthenocissus_quinquefolia_Cary IES,0
Cary IES,Parthenocissus_quinquefolia,T1,Control,4,10,Parthenocissus_quinquefolia_Cary IES,0.1
Cary IES,Parthenocissus_quinquefolia,T1,Disturbance,1,0,Parthenocissus_quinquefolia_Cary IES,0
Cary IES,Parthenocissus_quinquefolia,T1,Disturbance,2,0,Parthenocissus_quinquefolia_Cary IES,0
Cary IES,Parthenocissus_quinquefolia,T1,NPK,1,10,Parthenocissus_quinquefolia_Cary IES,0.1
Cary IES,Parthenocissus_quinquefolia,T1,NPK,5,10,Parthenocissus_quinquefolia_Cary IES,0.1
Cary IES,Parthenocissus_quinquefolia,T1,NPK+Disturbance,5,0,Parthenocissus_quinquefolia_Cary IES,0
Cary IES,Phleum_pratense,T0,Control,1,1,Phleum_pratense_Cary IES,0.01
Cary IES,Phleum_pratense,T0,NPK,1,0,Phleum_pratense_Cary IES,0
Cary IES,Phleum_pratense,T0,NPK,4,1,Phleum_pratense_Cary IES,0.01
Cary IES,Phleum_pratense,T1,Control,1,0,Phleum_pratense_Cary IES,0
Cary IES,Phleum_pratense,T1,NPK,1,5,Phleum_pratense_Cary IES,0.05
Cary IES,Phleum_pratense,T1,NPK,4,0,Phleum_pratense_Cary IES,0
Cary IES,Plantago_lanceolata,T0,Control,3,2,Plantago_lanceolata_Cary IES,0.02
Cary IES,Plantago_lanceolata,T1,Control,3,0,Plantago_lanceolata_Cary IES,0
Cary IES,Poa_pratensis,T0,Control,1,40,Poa_pratensis_Cary IES,0.4
Cary IES,Poa_pratensis,T0,Control,2,30,Poa_pratensis_Cary IES,0.3
Cary IES,Poa_pratensis,T0,Control,3,60,Poa_pratensis_Cary IES,0.6
Cary IES,Poa_pratensis,T0,Control,4,60,Poa_pratensis_Cary IES,0.6
Cary IES,Poa_pratensis,T0,Control,5,60,Poa_pratensis_Cary IES,0.6
Cary IES,Poa_pratensis,T0,Disturbance,1,30,Poa_pratensis_Cary IES,0.3
Cary IES,Poa_pratensis,T0,Disturbance,4,40,Poa_pratensis_Cary IES,0.4
Cary IES,Poa_pratensis,T0,Disturbance,5,20,Poa_pratensis_Cary IES,0.2
Cary IES,Poa_pratensis,T0,NPK,1,50,Poa_pratensis_Cary IES,0.5
Cary IES,Poa_pratensis,T0,NPK,2,15,Poa_pratensis_Cary IES,0.15
Cary IES,Poa_pratensis,T0,NPK,3,40,Poa_pratensis_Cary IES,0.4
Cary IES,Poa_pratensis,T0,NPK,4,60,Poa_pratensis_Cary IES,0.6
Cary IES,Poa_pratensis,T0,NPK+Disturbance,2,0,Poa_pratensis_Cary IES,0
Cary IES,Poa_pratensis,T0,NPK+Disturbance,3,40,Poa_pratensis_Cary IES,0.4
Cary IES,Poa_pratensis,T0,NPK+Disturbance,4,45,Poa_pratensis_Cary IES,0.45
Cary IES,Poa_pratensis,T0,NPK+Disturbance,5,20,Poa_pratensis_Cary IES,0.2
Cary IES,Poa_pratensis,T1,Control,1,35,Poa_pratensis_Cary IES,0.35
Cary IES,Poa_pratensis,T1,Control,2,20,Poa_pratensis_Cary IES,0.2
Cary IES,Poa_pratensis,T1,Control,3,50,Poa_pratensis_Cary IES,0.5
Cary IES,Poa_pratensis,T1,Control,4,80,Poa_pratensis_Cary IES,0.8
Cary IES,Poa_pratensis,T1,Control,5,40,Poa_pratensis_Cary IES,0.4
Cary IES,Poa_pratensis,T1,Disturbance,1,0,Poa_pratensis_Cary IES,0
Cary IES,Poa_pratensis,T1,Disturbance,4,80,Poa_pratensis_Cary IES,0.8
Cary IES,Poa_pratensis,T1,Disturbance,5,0,Poa_pratensis_Cary IES,0
Cary IES,Poa_pratensis,T1,NPK,1,0,Poa_pratensis_Cary IES,0
Cary IES,Poa_pratensis,T1,NPK,2,50,Poa_pratensis_Cary IES,0.5
Cary IES,Poa_pratensis,T1,NPK,3,40,Poa_pratensis_Cary IES,0.4
Cary IES,Poa_pratensis,T1,NPK,4,80,Poa_pratensis_Cary IES,0.8
Cary IES,Poa_pratensis,T1,NPK+Disturbance,2,90,Poa_pratensis_Cary IES,0.9
Cary IES,Poa_pratensis,T1,NPK+Disturbance,3,50,Poa_pratensis_Cary IES,0.5
Cary IES,Poa_pratensis,T1,NPK+Disturbance,4,10,Poa_pratensis_Cary IES,0.1
Cary IES,Poa_pratensis,T1,NPK+Disturbance,5,85,Poa_pratensis_Cary IES,0.85
Cary IES,Rosa_multiflora,T0,Control,5,1,Rosa_multiflora_Cary IES,0.01
Cary IES,Rosa_multiflora,T0,Disturbance,5,2,Rosa_multiflora_Cary IES,0.02
Cary IES,Rosa_multiflora,T0,NPK,3,5,Rosa_multiflora_Cary IES,0.05
Cary IES,Rosa_multiflora,T1,Control,5,15,Rosa_multiflora_Cary IES,0.15
Cary IES,Rosa_multiflora,T1,Disturbance,5,0,Rosa_multiflora_Cary IES,0
Cary IES,Rosa_multiflora,T1,NPK,3,15,Rosa_multiflora_Cary IES,0.15
Cary IES,Rumex_acetosella,T0,Disturbance,5,0,Rumex_acetosella_Cary IES,0
Cary IES,Rumex_acetosella,T1,Disturbance,5,1,Rumex_acetosella_Cary IES,0.01
Cary IES,Schizachyrium_scoparium,T0,NPK,1,5,Schizachyrium_scoparium_Cary IES,0.05
Cary IES,Schizachyrium_scoparium,T1,NPK,1,5,Schizachyrium_scoparium_Cary IES,0.05
Cary IES,Solanum_carolinense,T0,Disturbance,2,0,Solanum_carolinense_Cary IES,0
Cary IES,Solanum_carolinense,T0,Disturbance,3,0,Solanum_carolinense_Cary IES,0
Cary IES,Solanum_carolinense,T1,Disturbance,2,1,Solanum_carolinense_Cary IES,0.01
Cary IES,Solanum_carolinense,T1,Disturbance,3,20,Solanum_carolinense_Cary IES,0.2
Cary IES,Stellaria_media,T0,Disturbance,3,0,Stellaria_media_Cary IES,0
Cary IES,Stellaria_media,T0,NPK+Disturbance,4,0,Stellaria_media_Cary IES,0
Cary IES,Stellaria_media,T1,Disturbance,3,1,Stellaria_media_Cary IES,0.01
Cary IES,Stellaria_media,T1,NPK+Disturbance,4,1,Stellaria_media_Cary IES,0.01
Cary IES,Toxicodendron_radicans,T0,Control,1,30,Toxicodendron_radicans_Cary IES,0.3
Cary IES,Toxicodendron_radicans,T0,Control,2,10,Toxicodendron_radicans_Cary IES,0.1
Cary IES,Toxicodendron_radicans,T0,Control,4,20,Toxicodendron_radicans_Cary IES,0.2
Cary IES,Toxicodendron_radicans,T0,Disturbance,1,5,Toxicodendron_radicans_Cary IES,0.05
Cary IES,Toxicodendron_radicans,T0,Disturbance,2,10,Toxicodendron_radicans_Cary IES,0.1
Cary IES,Toxicodendron_radicans,T0,Disturbance,3,15,Toxicodendron_radicans_Cary IES,0.15
Cary IES,Toxicodendron_radicans,T0,Disturbance,4,30,Toxicodendron_radicans_Cary IES,0.3
Cary IES,Toxicodendron_radicans,T0,NPK,2,5,Toxicodendron_radicans_Cary IES,0.05
Cary IES,Toxicodendron_radicans,T0,NPK,4,10,Toxicodendron_radicans_Cary IES,0.1
Cary IES,Toxicodendron_radicans,T0,NPK,5,10,Toxicodendron_radicans_Cary IES,0.1
Cary IES,Toxicodendron_radicans,T0,NPK+Disturbance,1,30,Toxicodendron_radicans_Cary IES,0.3
Cary IES,Toxicodendron_radicans,T0,NPK+Disturbance,2,20,Toxicodendron_radicans_Cary IES,0.2
Cary IES,Toxicodendron_radicans,T0,NPK+Disturbance,3,15,Toxicodendron_radicans_Cary IES,0.15
Cary IES,Toxicodendron_radicans,T1,Control,1,50,Toxicodendron_radicans_Cary IES,0.5
Cary IES,Toxicodendron_radicans,T1,Control,2,10,Toxicodendron_radicans_Cary IES,0.1
Cary IES,Toxicodendron_radicans,T1,Control,4,15,Toxicodendron_radicans_Cary IES,0.15
Cary IES,Toxicodendron_radicans,T1,Disturbance,1,0,Toxicodendron_radicans_Cary IES,0
Cary IES,Toxicodendron_radicans,T1,Disturbance,2,0,Toxicodendron_radicans_Cary IES,0
Cary IES,Toxicodendron_radicans,T1,Disturbance,3,0,Toxicodendron_radicans_Cary IES,0
Cary IES,Toxicodendron_radicans,T1,Disturbance,4,0,Toxicodendron_radicans_Cary IES,0
Cary IES,Toxicodendron_radicans,T1,NPK,2,30,Toxicodendron_radicans_Cary IES,0.3
Cary IES,Toxicodendron_radicans,T1,NPK,4,35,Toxicodendron_radicans_Cary IES,0.35
Cary IES,Toxicodendron_radicans,T1,NPK,5,10,Toxicodendron_radicans_Cary IES,0.1
Cary IES,Toxicodendron_radicans,T1,NPK+Disturbance,1,0,Toxicodendron_radicans_Cary IES,0
Cary IES,Toxicodendron_radicans,T1,NPK+Disturbance,2,0,Toxicodendron_radicans_Cary IES,0
Cary IES,Toxicodendron_radicans,T1,NPK+Disturbance,3,2,Toxicodendron_radicans_Cary IES,0.02
Cary IES,Trifolium_pratense,T0,NPK+Disturbance,1,0,Trifolium_pratense_Cary IES,0
Cary IES,Trifolium_pratense,T1,NPK+Disturbance,1,75,Trifolium_pratense_Cary IES,0.75
Cary IES,Vicia_cracca,T0,Disturbance,1,0,Vicia_cracca_Cary IES,0
Cary IES,Vicia_cracca,T1,Disturbance,1,2,Vicia_cracca_Cary IES,0.02
Cary IES,Vincetoxicum_nigrum,T0,Disturbance,3,20,Vincetoxicum_nigrum_Cary IES,0.2
Cary IES,Vincetoxicum_nigrum,T0,NPK+Disturbance,1,0,Vincetoxicum_nigrum_Cary IES,0
Cary IES,Vincetoxicum_nigrum,T1,Disturbance,3,1,Vincetoxicum_nigrum_Cary IES,0.01
Cary IES,Vincetoxicum_nigrum,T1,NPK+Disturbance,1,1,Vincetoxicum_nigrum_Cary IES,0.01
Cass,Agrostis_capillaris,T0,Control,1,35,Agrostis_capillaris_Cass,0.35
Cass,Agrostis_capillaris,T0,Control,2,20,Agrostis_capillaris_Cass,0.2
Cass,Agrostis_capillaris,T0,Control,3,25,Agrostis_capillaris_Cass,0.25
Cass,Agrostis_capillaris,T0,Control,4,15,Agrostis_capillaris_Cass,0.15
Cass,Agrostis_capillaris,T0,Control,5,30,Agrostis_capillaris_Cass,0.3
Cass,Agrostis_capillaris,T0,Disturbance,1,35,Agrostis_capillaris_Cass,0.35
Cass,Agrostis_capillaris,T0,Disturbance,2,85,Agrostis_capillaris_Cass,0.85
Cass,Agrostis_capillaris,T0,Disturbance,3,35,Agrostis_capillaris_Cass,0.35
Cass,Agrostis_capillaris,T0,Disturbance,4,20,Agrostis_capillaris_Cass,0.2
Cass,Agrostis_capillaris,T0,Disturbance,5,25,Agrostis_capillaris_Cass,0.25
Cass,Agrostis_capillaris,T0,NPK,1,5,Agrostis_capillaris_Cass,0.05
Cass,Agrostis_capillaris,T0,NPK,2,35,Agrostis_capillaris_Cass,0.35
Cass,Agrostis_capillaris,T0,NPK,3,40,Agrostis_capillaris_Cass,0.4
Cass,Agrostis_capillaris,T0,NPK,4,10,Agrostis_capillaris_Cass,0.1
Cass,Agrostis_capillaris,T0,NPK,5,2,Agrostis_capillaris_Cass,0.02
Cass,Agrostis_capillaris,T0,NPK+Disturbance,1,10,Agrostis_capillaris_Cass,0.1
Cass,Agrostis_capillaris,T0,NPK+Disturbance,2,10,Agrostis_capillaris_Cass,0.1
Cass,Agrostis_capillaris,T0,NPK+Disturbance,3,40,Agrostis_capillaris_Cass,0.4
Cass,Agrostis_capillaris,T0,NPK+Disturbance,4,35,Agrostis_capillaris_Cass,0.35
Cass,Agrostis_capillaris,T0,NPK+Disturbance,5,20,Agrostis_capillaris_Cass,0.2
Cass,Agrostis_capillaris,T1,Control,1,45,Agrostis_capillaris_Cass,0.45
Cass,Agrostis_capillaris,T1,Control,2,15,Agrostis_capillaris_Cass,0.15
Cass,Agrostis_capillaris,T1,Control,3,25,Agrostis_capillaris_Cass,0.25
Cass,Agrostis_capillaris,T1,Control,4,55,Agrostis_capillaris_Cass,0.55
Cass,Agrostis_capillaris,T1,Control,5,50,Agrostis_capillaris_Cass,0.5
Cass,Agrostis_capillaris,T1,Disturbance,1,20,Agrostis_capillaris_Cass,0.2
Cass,Agrostis_capillaris,T1,Disturbance,2,25,Agrostis_capillaris_Cass,0.25
Cass,Agrostis_capillaris,T1,Disturbance,3,55,Agrostis_capillaris_Cass,0.55
Cass,Agrostis_capillaris,T1,Disturbance,4,43,Agrostis_capillaris_Cass,0.43
Cass,Agrostis_capillaris,T1,Disturbance,5,50,Agrostis_capillaris_Cass,0.5
Cass,Agrostis_capillaris,T1,NPK,1,5,Agrostis_capillaris_Cass,0.05
Cass,Agrostis_capillaris,T1,NPK,2,45,Agrostis_capillaris_Cass,0.45
Cass,Agrostis_capillaris,T1,NPK,3,15,Agrostis_capillaris_Cass,0.15
Cass,Agrostis_capillaris,T1,NPK,4,80,Agrostis_capillaris_Cass,0.8
Cass,Agrostis_capillaris,T1,NPK,5,10,Agrostis_capillaris_Cass,0.1
Cass,Agrostis_capillaris,T1,NPK+Disturbance,1,40,Agrostis_capillaris_Cass,0.4
Cass,Agrostis_capillaris,T1,NPK+Disturbance,2,50,Agrostis_capillaris_Cass,0.5
Cass,Agrostis_capillaris,T1,NPK+Disturbance,3,70,Agrostis_capillaris_Cass,0.7
Cass,Agrostis_capillaris,T1,NPK+Disturbance,4,80,Agrostis_capillaris_Cass,0.8
Cass,Agrostis_capillaris,T1,NPK+Disturbance,5,60,Agrostis_capillaris_Cass,0.6
Cass,Anthoxanthum_odoratum,T0,Control,1,5,Anthoxanthum_odoratum_Cass,0.05
Cass,Anthoxanthum_odoratum,T0,Control,2,0.1,Anthoxanthum_odoratum_Cass,0.001
Cass,Anthoxanthum_odoratum,T0,Control,3,0.1,Anthoxanthum_odoratum_Cass,0.001
Cass,Anthoxanthum_odoratum,T0,Control,4,0.1,Anthoxanthum_odoratum_Cass,0.001
Cass,Anthoxanthum_odoratum,T0,Control,5,0.1,Anthoxanthum_odoratum_Cass,0.001
Cass,Anthoxanthum_odoratum,T0,Disturbance,1,1,Anthoxanthum_odoratum_Cass,0.01
Cass,Anthoxanthum_odoratum,T0,Disturbance,2,0.1,Anthoxanthum_odoratum_Cass,0.001
Cass,Anthoxanthum_odoratum,T0,Disturbance,3,0.1,Anthoxanthum_odoratum_Cass,0.001
Cass,Anthoxanthum_odoratum,T0,Disturbance,4,0.1,Anthoxanthum_odoratum_Cass,0.001
Cass,Anthoxanthum_odoratum,T0,Disturbance,5,0.1,Anthoxanthum_odoratum_Cass,0.001
Cass,Anthoxanthum_odoratum,T0,NPK,1,0.1,Anthoxanthum_odoratum_Cass,0.001
Cass,Anthoxanthum_odoratum,T0,NPK,2,4,Anthoxanthum_odoratum_Cass,0.04
Cass,Anthoxanthum_odoratum,T0,NPK,3,0.1,Anthoxanthum_odoratum_Cass,0.001
Cass,Anthoxanthum_odoratum,T0,NPK,4,0.1,Anthoxanthum_odoratum_Cass,0.001
Cass,Anthoxanthum_odoratum,T0,NPK,5,0.1,Anthoxanthum_odoratum_Cass,0.001
Cass,Anthoxanthum_odoratum,T0,NPK+Disturbance,1,1,Anthoxanthum_odoratum_Cass,0.01
Cass,Anthoxanthum_odoratum,T0,NPK+Disturbance,2,1,Anthoxanthum_odoratum_Cass,0.01
Cass,Anthoxanthum_odoratum,T0,NPK+Disturbance,3,1,Anthoxanthum_odoratum_Cass,0.01
Cass,Anthoxanthum_odoratum,T0,NPK+Disturbance,4,0,Anthoxanthum_odoratum_Cass,0
Cass,Anthoxanthum_odoratum,T0,NPK+Disturbance,5,0.1,Anthoxanthum_odoratum_Cass,0.001
Cass,Anthoxanthum_odoratum,T1,Control,1,2,Anthoxanthum_odoratum_Cass,0.02
Cass,Anthoxanthum_odoratum,T1,Control,2,0.1,Anthoxanthum_odoratum_Cass,0.001
Cass,Anthoxanthum_odoratum,T1,Control,3,1,Anthoxanthum_odoratum_Cass,0.01
Cass,Anthoxanthum_odoratum,T1,Control,4,2,Anthoxanthum_odoratum_Cass,0.02
Cass,Anthoxanthum_odoratum,T1,Control,5,1,Anthoxanthum_odoratum_Cass,0.01
Cass,Anthoxanthum_odoratum,T1,Disturbance,1,1,Anthoxanthum_odoratum_Cass,0.01
Cass,Anthoxanthum_odoratum,T1,Disturbance,2,3,Anthoxanthum_odoratum_Cass,0.03
Cass,Anthoxanthum_odoratum,T1,Disturbance,3,5,Anthoxanthum_odoratum_Cass,0.05
Cass,Anthoxanthum_odoratum,T1,Disturbance,4,4,Anthoxanthum_odoratum_Cass,0.04
Cass,Anthoxanthum_odoratum,T1,Disturbance,5,1,Anthoxanthum_odoratum_Cass,0.01
Cass,Anthoxanthum_odoratum,T1,NPK,1,5,Anthoxanthum_odoratum_Cass,0.05
Cass,Anthoxanthum_odoratum,T1,NPK,2,30,Anthoxanthum_odoratum_Cass,0.3
Cass,Anthoxanthum_odoratum,T1,NPK,3,5,Anthoxanthum_odoratum_Cass,0.05
Cass,Anthoxanthum_odoratum,T1,NPK,4,1,Anthoxanthum_odoratum_Cass,0.01
Cass,Anthoxanthum_odoratum,T1,NPK,5,1,Anthoxanthum_odoratum_Cass,0.01
Cass,Anthoxanthum_odoratum,T1,NPK+Disturbance,1,35,Anthoxanthum_odoratum_Cass,0.35
Cass,Anthoxanthum_odoratum,T1,NPK+Disturbance,2,30,Anthoxanthum_odoratum_Cass,0.3
Cass,Anthoxanthum_odoratum,T1,NPK+Disturbance,3,15,Anthoxanthum_odoratum_Cass,0.15
Cass,Anthoxanthum_odoratum,T1,NPK+Disturbance,4,5,Anthoxanthum_odoratum_Cass,0.05
Cass,Anthoxanthum_odoratum,T1,NPK+Disturbance,5,20,Anthoxanthum_odoratum_Cass,0.2
Cass,Carex_breviculmis,T0,Control,2,1,Carex_breviculmis_Cass,0.01
Cass,Carex_breviculmis,T0,NPK,2,0.1,Carex_breviculmis_Cass,0.001
Cass,Carex_breviculmis,T0,NPK+Disturbance,1,0.1,Carex_breviculmis_Cass,0.001
Cass,Carex_breviculmis,T0,NPK+Disturbance,2,0.1,Carex_breviculmis_Cass,0.001
Cass,Carex_breviculmis,T1,Control,2,2,Carex_breviculmis_Cass,0.02
Cass,Carex_breviculmis,T1,NPK,2,1,Carex_breviculmis_Cass,0.01
Cass,Carex_breviculmis,T1,NPK+Disturbance,1,0,Carex_breviculmis_Cass,0
Cass,Carex_breviculmis,T1,NPK+Disturbance,2,0,Carex_breviculmis_Cass,0
Cass,Celmisia_gracilenta,T0,Control,5,0.1,Celmisia_gracilenta_Cass,0.001
Cass,Celmisia_gracilenta,T1,Control,5,0,Celmisia_gracilenta_Cass,0
Cass,Elymus_scabrus,T0,Control,1,0.1,Elymus_scabrus_Cass,0.001
Cass,Elymus_scabrus,T0,Control,2,0,Elymus_scabrus_Cass,0
Cass,Elymus_scabrus,T0,Control,4,0.1,Elymus_scabrus_Cass,0.001
Cass,Elymus_scabrus,T0,Control,5,0.1,Elymus_scabrus_Cass,0.001
Cass,Elymus_scabrus,T0,Disturbance,1,1,Elymus_scabrus_Cass,0.01
Cass,Elymus_scabrus,T0,Disturbance,4,0.1,Elymus_scabrus_Cass,0.001
Cass,Elymus_scabrus,T0,NPK,3,2,Elymus_scabrus_Cass,0.02
Cass,Elymus_scabrus,T0,NPK,4,6,Elymus_scabrus_Cass,0.06
Cass,Elymus_scabrus,T1,Control,1,0,Elymus_scabrus_Cass,0
Cass,Elymus_scabrus,T1,Control,2,0.1,Elymus_scabrus_Cass,0.001
Cass,Elymus_scabrus,T1,Control,4,0,Elymus_scabrus_Cass,0
Cass,Elymus_scabrus,T1,Control,5,0,Elymus_scabrus_Cass,0
Cass,Elymus_scabrus,T1,Disturbance,1,0,Elymus_scabrus_Cass,0
Cass,Elymus_scabrus,T1,Disturbance,4,0,Elymus_scabrus_Cass,0
Cass,Elymus_scabrus,T1,NPK,3,0.1,Elymus_scabrus_Cass,0.001
Cass,Elymus_scabrus,T1,NPK,4,0,Elymus_scabrus_Cass,0
Cass,Festuca_novae-zealandiae,T0,Disturbance,3,5,Festuca_novae-zealandiae_Cass,0.05
Cass,Festuca_novae-zealandiae,T0,Disturbance,4,1,Festuca_novae-zealandiae_Cass,0.01
Cass,Festuca_novae-zealandiae,T1,Disturbance,3,0,Festuca_novae-zealandiae_Cass,0
Cass,Festuca_novae-zealandiae,T1,Disturbance,4,0,Festuca_novae-zealandiae_Cass,0
Cass,Festuca_rubra,T0,Control,1,5,Festuca_rubra_Cass,0.05
Cass,Festuca_rubra,T0,Control,2,35,Festuca_rubra_Cass,0.35
Cass,Festuca_rubra,T0,Control,3,30,Festuca_rubra_Cass,0.3
Cass,Festuca_rubra,T0,Control,4,85,Festuca_rubra_Cass,0.85
Cass,Festuca_rubra,T0,Control,5,70,Festuca_rubra_Cass,0.7
Cass,Festuca_rubra,T0,Disturbance,1,40,Festuca_rubra_Cass,0.4
Cass,Festuca_rubra,T0,Disturbance,2,10,Festuca_rubra_Cass,0.1
Cass,Festuca_rubra,T0,Disturbance,3,40,Festuca_rubra_Cass,0.4
Cass,Festuca_rubra,T0,Disturbance,4,75,Festuca_rubra_Cass,0.75
Cass,Festuca_rubra,T0,Disturbance,5,80,Festuca_rubra_Cass,0.8
Cass,Festuca_rubra,T0,NPK,1,60,Festuca_rubra_Cass,0.6
Cass,Festuca_rubra,T0,NPK,2,10,Festuca_rubra_Cass,0.1
Cass,Festuca_rubra,T0,NPK,3,45,Festuca_rubra_Cass,0.45
Cass,Festuca_rubra,T0,NPK,4,45,Festuca_rubra_Cass,0.45
Cass,Festuca_rubra,T0,NPK,5,80,Festuca_rubra_Cass,0.8
Cass,Festuca_rubra,T0,NPK+Disturbance,1,20,Festuca_rubra_Cass,0.2
Cass,Festuca_rubra,T0,NPK+Disturbance,2,40,Festuca_rubra_Cass,0.4
Cass,Festuca_rubra,T0,NPK+Disturbance,3,45,Festuca_rubra_Cass,0.45
Cass,Festuca_rubra,T0,NPK+Disturbance,4,50,Festuca_rubra_Cass,0.5
Cass,Festuca_rubra,T0,NPK+Disturbance,5,45,Festuca_rubra_Cass,0.45
Cass,Festuca_rubra,T1,Control,1,5,Festuca_rubra_Cass,0.05
Cass,Festuca_rubra,T1,Control,2,25,Festuca_rubra_Cass,0.25
Cass,Festuca_rubra,T1,Control,3,30,Festuca_rubra_Cass,0.3
Cass,Festuca_rubra,T1,Control,4,30,Festuca_rubra_Cass,0.3
Cass,Festuca_rubra,T1,Control,5,35,Festuca_rubra_Cass,0.35
Cass,Festuca_rubra,T1,Disturbance,1,0.1,Festuca_rubra_Cass,0.001
Cass,Festuca_rubra,T1,Disturbance,2,1,Festuca_rubra_Cass,0.01
Cass,Festuca_rubra,T1,Disturbance,3,5,Festuca_rubra_Cass,0.05
Cass,Festuca_rubra,T1,Disturbance,4,1,Festuca_rubra_Cass,0.01
Cass,Festuca_rubra,T1,Disturbance,5,0.1,Festuca_rubra_Cass,0.001
Cass,Festuca_rubra,T1,NPK,1,65,Festuca_rubra_Cass,0.65
