site_name,site_code,New_taxon,block,trt,year_trt,max_cover,year
Wallula Gap Biological Station-North Face,wgno_dn.us,Bromus_tectorum,4,Disturbance,T2,90,2022
Wallula Gap Biological Station-North Face,wgno_dn.us,Bromus_tectorum,5,NPK,T2,12,2022
Wallula Gap Biological Station-North Face,wgno_dn.us,Bromus_tectorum,5,Disturbance,T2,70,2022
Wallula Gap Biological Station-North Face,wgno_dn.us,Bromus_tectorum,5,Control,T2,98,2022
Wallula Gap Biological Station-North Face,wgno_dn.us,Bromus_tectorum,1,NPK,T3,75,2023
Wallula Gap Biological Station-North Face,wgno_dn.us,Bromus_tectorum,1,Disturbance,T3,90,2023
Wallula Gap Biological Station-North Face,wgno_dn.us,Bromus_tectorum,2,Disturbance,T3,100,2023
Wallula Gap Biological Station-North Face,wgno_dn.us,Bromus_tectorum,2,NPK,T3,90,2023
Wallula Gap Biological Station-North Face,wgno_dn.us,Bromus_tectorum,2,Control,T3,5,2023
Wallula Gap Biological Station-North Face,wgno_dn.us,Bromus_tectorum,3,Disturbance,T3,80,2023
Wallula Gap Biological Station-North Face,wgno_dn.us,Bromus_tectorum,3,NPK,T3,90,2023
Wallula Gap Biological Station-North Face,wgno_dn.us,Bromus_tectorum,4,NPK,T3,70,2023
Wallula Gap Biological Station-North Face,wgno_dn.us,Bromus_tectorum,4,Control,T3,1,2023
Wallula Gap Biological Station-North Face,wgno_dn.us,Bromus_tectorum,4,Disturbance,T3,50,2023
Wallula Gap Biological Station-North Face,wgno_dn.us,Bromus_tectorum,5,NPK,T3,70,2023
Wallula Gap Biological Station-North Face,wgno_dn.us,Bromus_tectorum,5,Disturbance,T3,40,2023
Wallula Gap Biological Station-North Face,wgno_dn.us,Bromus_tectorum,5,Control,T3,30,2023
Wallula Gap Biological Station-South Face,wgso_dn.us,Bromus_tectorum,1,NPK,T0,4,2020
Wallula Gap Biological Station-South Face,wgso_dn.us,Bromus_tectorum,1,Control,T0,1,2020
Wallula Gap Biological Station-South Face,wgso_dn.us,Bromus_tectorum,1,Disturbance,T0,1,2020
Wallula Gap Biological Station-South Face,wgso_dn.us,Bromus_tectorum,2,Control,T0,2,2020
Wallula Gap Biological Station-South Face,wgso_dn.us,Bromus_tectorum,2,Disturbance,T0,1,2020
Wallula Gap Biological Station-South Face,wgso_dn.us,Bromus_tectorum,2,NPK,T0,7,2020
Wallula Gap Biological Station-South Face,wgso_dn.us,Bromus_tectorum,3,Disturbance,T0,1,2020
Wallula Gap Biological Station-South Face,wgso_dn.us,Bromus_tectorum,3,Control,T0,9,2020
Wallula Gap Biological Station-South Face,wgso_dn.us,Bromus_tectorum,3,NPK,T0,8,2020
Wallula Gap Biological Station-South Face,wgso_dn.us,Bromus_tectorum,4,NPK,T0,1,2020
Wallula Gap Biological Station-South Face,wgso_dn.us,Bromus_tectorum,4,Disturbance,T0,4,2020
Wallula Gap Biological Station-South Face,wgso_dn.us,Bromus_tectorum,4,Control,T0,18,2020
Wallula Gap Biological Station-South Face,wgso_dn.us,Bromus_tectorum,5,Control,T0,1,2020
Wallula Gap Biological Station-South Face,wgso_dn.us,Bromus_tectorum,5,NPK,T0,3,2020
Wallula Gap Biological Station-South Face,wgso_dn.us,Bromus_tectorum,5,Disturbance,T0,9,2020
Wallula Gap Biological Station-South Face,wgso_dn.us,Bromus_tectorum,1,NPK,T1,12,2021
Wallula Gap Biological Station-South Face,wgso_dn.us,Bromus_tectorum,1,Control,T1,2,2021
Wallula Gap Biological Station-South Face,wgso_dn.us,Bromus_tectorum,1,Disturbance,T1,6,2021
Wallula Gap Biological Station-South Face,wgso_dn.us,Bromus_tectorum,2,Control,T1,1,2021
Wallula Gap Biological Station-South Face,wgso_dn.us,Bromus_tectorum,2,Disturbance,T1,25,2021
Wallula Gap Biological Station-South Face,wgso_dn.us,Bromus_tectorum,2,NPK,T1,35,2021
Wallula Gap Biological Station-South Face,wgso_dn.us,Bromus_tectorum,3,Disturbance,T1,12,2021
Wallula Gap Biological Station-South Face,wgso_dn.us,Bromus_tectorum,3,Control,T1,5,2021
Wallula Gap Biological Station-South Face,wgso_dn.us,Bromus_tectorum,3,NPK,T1,26,2021
Wallula Gap Biological Station-South Face,wgso_dn.us,Bromus_tectorum,4,NPK,T1,8,2021
Wallula Gap Biological Station-South Face,wgso_dn.us,Bromus_tectorum,4,Disturbance,T1,10,2021
Wallula Gap Biological Station-South Face,wgso_dn.us,Bromus_tectorum,4,Control,T1,19,2021
Wallula Gap Biological Station-South Face,wgso_dn.us,Bromus_tectorum,5,Control,T1,3,2021
Wallula Gap Biological Station-South Face,wgso_dn.us,Bromus_tectorum,5,NPK,T1,30,2021
Wallula Gap Biological Station-South Face,wgso_dn.us,Bromus_tectorum,5,Disturbance,T1,24,2021
Wallula Gap Biological Station-South Face,wgso_dn.us,Bromus_tectorum,1,NPK,T2,100,2022
Wallula Gap Biological Station-South Face,wgso_dn.us,Bromus_tectorum,1,Control,T2,15,2022
Wallula Gap Biological Station-South Face,wgso_dn.us,Bromus_tectorum,1,Disturbance,T2,60,2022
Wallula Gap Biological Station-South Face,wgso_dn.us,Bromus_tectorum,2,Control,T2,15,2022
Wallula Gap Biological Station-South Face,wgso_dn.us,Bromus_tectorum,2,Disturbance,T2,55,2022
Wallula Gap Biological Station-South Face,wgso_dn.us,Bromus_tectorum,2,NPK,T2,95,2022
Wallula Gap Biological Station-South Face,wgso_dn.us,Bromus_tectorum,3,Disturbance,T2,40,2022
Wallula Gap Biological Station-South Face,wgso_dn.us,Bromus_tectorum,3,Control,T2,60,2022
Wallula Gap Biological Station-South Face,wgso_dn.us,Bromus_tectorum,3,NPK,T2,80,2022
Wallula Gap Biological Station-South Face,wgso_dn.us,Bromus_tectorum,4,NPK,T2,96,2022
Wallula Gap Biological Station-South Face,wgso_dn.us,Bromus_tectorum,4,Disturbance,T2,39,2022
Wallula Gap Biological Station-South Face,wgso_dn.us,Bromus_tectorum,4,Control,T2,80,2022
Wallula Gap Biological Station-South Face,wgso_dn.us,Bromus_tectorum,5,Control,T2,15,2022
Wallula Gap Biological Station-South Face,wgso_dn.us,Bromus_tectorum,5,NPK,T2,100,2022
Wallula Gap Biological Station-South Face,wgso_dn.us,Bromus_tectorum,5,Disturbance,T2,90,2022
Wallula Gap Biological Station-South Face,wgso_dn.us,Bromus_tectorum,1,NPK,T3,90,2023
Wallula Gap Biological Station-South Face,wgso_dn.us,Bromus_tectorum,1,Control,T3,1,2023
Wallula Gap Biological Station-South Face,wgso_dn.us,Bromus_tectorum,1,Disturbance,T3,35,2023
Wallula Gap Biological Station-South Face,wgso_dn.us,Bromus_tectorum,2,Control,T3,2,2023
Wallula Gap Biological Station-South Face,wgso_dn.us,Bromus_tectorum,2,Disturbance,T3,40,2023
Wallula Gap Biological Station-South Face,wgso_dn.us,Bromus_tectorum,2,NPK,T3,100,2023
Wallula Gap Biological Station-South Face,wgso_dn.us,Bromus_tectorum,3,Disturbance,T3,25,2023
Wallula Gap Biological Station-South Face,wgso_dn.us,Bromus_tectorum,3,Control,T3,30,2023
Wallula Gap Biological Station-South Face,wgso_dn.us,Bromus_tectorum,3,NPK,T3,70,2023
Wallula Gap Biological Station-South Face,wgso_dn.us,Bromus_tectorum,4,NPK,T3,90,2023
Wallula Gap Biological Station-South Face,wgso_dn.us,Bromus_tectorum,4,Disturbance,T3,80,2023
Wallula Gap Biological Station-South Face,wgso_dn.us,Bromus_tectorum,4,Control,T3,20,2023
Wallula Gap Biological Station-South Face,wgso_dn.us,Bromus_tectorum,5,Control,T3,30,2023
Wallula Gap Biological Station-South Face,wgso_dn.us,Bromus_tectorum,5,NPK,T3,100,2023
Wallula Gap Biological Station-South Face,wgso_dn.us,Bromus_tectorum,5,Disturbance,T3,8,2023
Piedmont Prairie,pied_dn.us,Carduus_nutans,4,Disturbance,T2,0.2,2024
Bayreuth DRAGNet,bayr_dn.de,Centaurea_jacea,1,Disturbance,T0,3,2020
Bayreuth DRAGNet,bayr_dn.de,Centaurea_jacea,2,NPK,T0,45,2020
Bayreuth DRAGNet,bayr_dn.de,Centaurea_jacea,2,Control,T0,30,2020
Bayreuth DRAGNet,bayr_dn.de,Centaurea_jacea,3,Control,T0,2,2020
Bayreuth DRAGNet,bayr_dn.de,Centaurea_jacea,3,Disturbance,T0,2,2020
Bayreuth DRAGNet,bayr_dn.de,Centaurea_jacea,4,Disturbance,T0,2,2020
Bayreuth DRAGNet,bayr_dn.de,Centaurea_jacea,5,Control,T0,2,2020
Bayreuth DRAGNet,bayr_dn.de,Centaurea_jacea,1,Disturbance,T1,5,2021
Bayreuth DRAGNet,bayr_dn.de,Centaurea_jacea,2,NPK,T1,7,2021
Bayreuth DRAGNet,bayr_dn.de,Centaurea_jacea,2,Control,T1,24,2021
Bayreuth DRAGNet,bayr_dn.de,Centaurea_jacea,3,Disturbance,T1,4,2021
Bayreuth DRAGNet,bayr_dn.de,Centaurea_jacea,5,Control,T1,1,2021
Bayreuth DRAGNet,bayr_dn.de,Centaurea_jacea,1,Disturbance,T2,2,2022
Bayreuth DRAGNet,bayr_dn.de,Centaurea_jacea,2,NPK,T2,10,2022
Bayreuth DRAGNet,bayr_dn.de,Centaurea_jacea,2,Control,T2,30,2022
Bayreuth DRAGNet,bayr_dn.de,Centaurea_jacea,3,Disturbance,T2,2,2022
Bayreuth DRAGNet,bayr_dn.de,Centaurea_jacea,4,NPK,T2,1,2022
Bayreuth DRAGNet,bayr_dn.de,Centaurea_jacea,2,Control,T3,0.1,2023
Bayreuth DRAGNet,bayr_dn.de,Centaurea_jacea,3,Control,T3,0.1,2023
Bayreuth DRAGNet,bayr_dn.de,Centaurea_jacea,3,Disturbance,T3,50,2023
Bayreuth DRAGNet,bayr_dn.de,Centaurea_jacea,4,NPK,T3,0.1,2023
Agroscope Changins,chan_dn.ch,Centaurea_jacea,1,NPK,T0,5,2020
Agroscope Changins,chan_dn.ch,Centaurea_jacea,1,Disturbance,T0,1,2020
Agroscope Changins,chan_dn.ch,Centaurea_jacea,2,Disturbance,T0,4,2020
Agroscope Changins,chan_dn.ch,Centaurea_jacea,2,Control,T0,0.1,2020
Agroscope Changins,chan_dn.ch,Centaurea_jacea,2,NPK,T0,3,2020
Agroscope Changins,chan_dn.ch,Centaurea_jacea,3,Disturbance,T0,0.5,2020
Agroscope Changins,chan_dn.ch,Centaurea_jacea,4,Control,T0,2,2020
Agroscope Changins,chan_dn.ch,Centaurea_jacea,4,NPK,T0,7,2020
Agroscope Changins,chan_dn.ch,Centaurea_jacea,4,Disturbance,T0,9,2020
Agroscope Changins,chan_dn.ch,Centaurea_jacea,1,NPK,T1,7,2021
Agroscope Changins,chan_dn.ch,Centaurea_jacea,1,Control,T1,1,2021
Agroscope Changins,chan_dn.ch,Centaurea_jacea,2,Disturbance,T1,0.5,2021
Agroscope Changins,chan_dn.ch,Centaurea_jacea,2,Control,T1,4,2021
Agroscope Changins,chan_dn.ch,Centaurea_jacea,2,NPK,T1,3,2021
Agroscope Changins,chan_dn.ch,Centaurea_jacea,3,NPK,T1,1,2021
Agroscope Changins,chan_dn.ch,Centaurea_jacea,4,Control,T1,6,2021
Agroscope Changins,chan_dn.ch,Centaurea_jacea,4,NPK,T1,3,2021
Agroscope Changins,chan_dn.ch,Centaurea_jacea,2,Disturbance,T2,3,2022
Agroscope Changins,chan_dn.ch,Centaurea_jacea,4,Control,T2,5,2022
Agroscope Changins,chan_dn.ch,Centaurea_jacea,4,NPK,T2,2,2022
Agroscope Changins,chan_dn.ch,Centaurea_jacea,1,NPK,T3,2,2023
Agroscope Changins,chan_dn.ch,Centaurea_jacea,1,Control,T3,1,2023
Agroscope Changins,chan_dn.ch,Centaurea_jacea,2,Disturbance,T3,2,2023
Agroscope Changins,chan_dn.ch,Centaurea_jacea,2,Control,T3,1,2023
Agroscope Changins,chan_dn.ch,Centaurea_jacea,2,NPK,T3,1,2023
Blandy Experimental Farm,blan_dn.us,Centaurea_stoebe,4,Disturbance,T0,35,2022
Blandy Experimental Farm,blan_dn.us,Centaurea_stoebe,5,Disturbance,T0,40,2022
Blandy Experimental Farm,blan_dn.us,Centaurea_stoebe,4,Disturbance,T1,15,2023
Blandy Experimental Farm,blan_dn.us,Centaurea_stoebe,5,Disturbance,T1,10,2023
Cary IES,cary_dn.us,Centaurea_stoebe,1,NPK,T0,10,2022
Cary IES,cary_dn.us,Centaurea_stoebe,2,Control,T0,15,2022
Cary IES,cary_dn.us,Centaurea_stoebe,2,NPK,T0,10,2022
Cary IES,cary_dn.us,Centaurea_stoebe,4,Disturbance,T0,2,2022
Cary IES,cary_dn.us,Centaurea_stoebe,5,NPK,T0,5,2022
Cary IES,cary_dn.us,Centaurea_stoebe,1,Disturbance,T1,2,2023
Cary IES,cary_dn.us,Centaurea_stoebe,1,NPK,T1,10,2023
Cary IES,cary_dn.us,Centaurea_stoebe,2,Disturbance,T1,10,2023
Cary IES,cary_dn.us,Centaurea_stoebe,2,Control,T1,5,2023
Cary IES,cary_dn.us,Centaurea_stoebe,2,NPK,T1,3,2023
Cary IES,cary_dn.us,Centaurea_stoebe,4,Control,T1,5,2023
Cary IES,cary_dn.us,Centaurea_stoebe,4,Disturbance,T1,5,2023
Cary IES,cary_dn.us,Centaurea_stoebe,5,Disturbance,T1,15,2023
Cary IES,cary_dn.us,Centaurea_stoebe,1,Disturbance,T2,10,2024
Cary IES,cary_dn.us,Centaurea_stoebe,1,NPK,T2,3,2024
Cary IES,cary_dn.us,Centaurea_stoebe,2,Disturbance,T2,26,2024
Cary IES,cary_dn.us,Centaurea_stoebe,2,Control,T2,8,2024
Cary IES,cary_dn.us,Centaurea_stoebe,4,Control,T2,6,2024
Cary IES,cary_dn.us,Centaurea_stoebe,4,Disturbance,T2,22,2024
Cary IES,cary_dn.us,Centaurea_stoebe,5,Disturbance,T2,38,2024
Churning Rapids,chur_dn.us,Centaurea_stoebe,1,Control,T0,2,2021
Churning Rapids,chur_dn.us,Centaurea_stoebe,2,NPK,T0,25,2021
Churning Rapids,chur_dn.us,Centaurea_stoebe,2,Control,T0,15,2021
Churning Rapids,chur_dn.us,Centaurea_stoebe,3,Disturbance,T0,20,2021
Churning Rapids,chur_dn.us,Centaurea_stoebe,1,Control,T1,4,2022
Churning Rapids,chur_dn.us,Centaurea_stoebe,2,Disturbance,T1,8,2022
Churning Rapids,chur_dn.us,Centaurea_stoebe,2,NPK,T1,20,2022
Churning Rapids,chur_dn.us,Centaurea_stoebe,2,Control,T1,20,2022
Churning Rapids,chur_dn.us,Centaurea_stoebe,3,Disturbance,T1,35,2022
Churning Rapids,chur_dn.us,Centaurea_stoebe,1,Control,T2,7,2023
Churning Rapids,chur_dn.us,Centaurea_stoebe,2,Disturbance,T2,14,2023
Churning Rapids,chur_dn.us,Centaurea_stoebe,2,NPK,T2,30,2023
Churning Rapids,chur_dn.us,Centaurea_stoebe,2,Control,T2,45,2023
Churning Rapids,chur_dn.us,Centaurea_stoebe,3,Disturbance,T2,24,2023
Millville,mill_dn.us,Centaurea_stoebe,2,Disturbance,T0,2,2021
Millville,mill_dn.us,Centaurea_stoebe,2,Disturbance,T1,5,2022
University of Michigan Biological Station,umbs_dn.us,Centaurea_stoebe,2,Control,T0,15,2021
University of Michigan Biological Station,umbs_dn.us,Centaurea_stoebe,3,Control,T0,15,2021
University of Michigan Biological Station,umbs_dn.us,Centaurea_stoebe,4,Disturbance,T0,50,2021
University of Michigan Biological Station,umbs_dn.us,Centaurea_stoebe,4,Control,T0,45,2021
University of Michigan Biological Station,umbs_dn.us,Centaurea_stoebe,4,NPK,T0,10,2021
University of Michigan Biological Station,umbs_dn.us,Centaurea_stoebe,5,NPK,T0,70,2021
University of Michigan Biological Station,umbs_dn.us,Centaurea_stoebe,5,Disturbance,T0,8,2021
University of Michigan Biological Station,umbs_dn.us,Centaurea_stoebe,2,Control,T1,2,2022
University of Michigan Biological Station,umbs_dn.us,Centaurea_stoebe,3,Control,T1,3,2022
University of Michigan Biological Station,umbs_dn.us,Centaurea_stoebe,4,Disturbance,T1,15,2022
University of Michigan Biological Station,umbs_dn.us,Centaurea_stoebe,4,Control,T1,10,2022
University of Michigan Biological Station,umbs_dn.us,Centaurea_stoebe,4,NPK,T1,5,2022
University of Michigan Biological Station,umbs_dn.us,Centaurea_stoebe,5,NPK,T1,30,2022
University of Michigan Biological Station,umbs_dn.us,Centaurea_stoebe,5,Control,T1,1,2022
University of Michigan Biological Station,umbs_dn.us,Centaurea_stoebe,5,Disturbance,T1,1,2022
University of Michigan Biological Station,umbs_dn.us,Centaurea_stoebe,3,Control,T2,0.5,2023
University of Michigan Biological Station,umbs_dn.us,Centaurea_stoebe,4,Disturbance,T2,20,2023
University of Michigan Biological Station,umbs_dn.us,Centaurea_stoebe,4,Control,T2,2,2023
University of Michigan Biological Station,umbs_dn.us,Centaurea_stoebe,4,NPK,T2,1,2023
University of Michigan Biological Station,umbs_dn.us,Centaurea_stoebe,5,NPK,T2,5,2023
University of Michigan Biological Station,umbs_dn.us,Centaurea_stoebe,5,Disturbance,T2,1,2023
University of Michigan Biological Station,umbs_dn.us,Centaurea_stoebe,2,Control,T3,1,2024
University of Michigan Biological Station,umbs_dn.us,Centaurea_stoebe,3,Control,T3,8,2024
University of Michigan Biological Station,umbs_dn.us,Centaurea_stoebe,4,Disturbance,T3,3,2024
University of Michigan Biological Station,umbs_dn.us,Centaurea_stoebe,4,Control,T3,5,2024
University of Michigan Biological Station,umbs_dn.us,Centaurea_stoebe,4,NPK,T3,6,2024
University of Michigan Biological Station,umbs_dn.us,Centaurea_stoebe,5,NPK,T3,40,2024
Bad Lauchstaedt,badlau_dn.de,Cerastium_fontanum,2,NPK,T0,1,2021
Bad Lauchstaedt,badlau_dn.de,Cerastium_fontanum,3,Control,T0,0.5,2021
Bad Lauchstaedt,badlau_dn.de,Cerastium_fontanum,3,NPK,T0,2,2021
Bad Lauchstaedt,badlau_dn.de,Cerastium_fontanum,2,NPK,T1,1,2022
Bad Lauchstaedt,badlau_dn.de,Cerastium_fontanum,3,Control,T1,3,2022
Bad Lauchstaedt,badlau_dn.de,Cerastium_fontanum,3,NPK,T1,1,2022
Bad Lauchstaedt,badlau_dn.de,Cerastium_fontanum,1,Control,T2,0.5,2023
Bad Lauchstaedt,badlau_dn.de,Cerastium_fontanum,2,Disturbance,T2,1,2023
Bad Lauchstaedt,badlau_dn.de,Cerastium_fontanum,3,Control,T2,1,2023
Bad Lauchstaedt,badlau_dn.de,Cerastium_fontanum,3,NPK,T2,1,2023
Bad Lauchstaedt,badlau_dn.de,Cerastium_fontanum,1,NPK,T3,0.5,2024
Bad Lauchstaedt,badlau_dn.de,Cerastium_fontanum,2,NPK,T3,2,2024
Bad Lauchstaedt,badlau_dn.de,Cerastium_fontanum,2,Disturbance,T3,6,2024
Bad Lauchstaedt,badlau_dn.de,Cerastium_fontanum,3,Control,T3,1,2024
Bad Lauchstaedt,badlau_dn.de,Cerastium_fontanum,3,NPK,T3,0.5,2024
Bayreuth DRAGNet,bayr_dn.de,Cerastium_fontanum,2,NPK,T0,8,2020
Bayreuth DRAGNet,bayr_dn.de,Cerastium_fontanum,3,Disturbance,T0,3,2020
Bayreuth DRAGNet,bayr_dn.de,Cerastium_fontanum,4,Disturbance,T0,2,2020
Bayreuth DRAGNet,bayr_dn.de,Cerastium_fontanum,1,Disturbance,T1,5,2021
Bayreuth DRAGNet,bayr_dn.de,Cerastium_fontanum,2,NPK,T1,0.1,2021
Bayreuth DRAGNet,bayr_dn.de,Cerastium_fontanum,2,Control,T1,0.1,2021
Bayreuth DRAGNet,bayr_dn.de,Cerastium_fontanum,3,Control,T1,0.1,2021
Bayreuth DRAGNet,bayr_dn.de,Cerastium_fontanum,3,Disturbance,T1,35,2021
Bayreuth DRAGNet,bayr_dn.de,Cerastium_fontanum,4,NPK,T1,0.1,2021
Bayreuth DRAGNet,bayr_dn.de,Cerastium_fontanum,4,Disturbance,T1,15,2021
Bayreuth DRAGNet,bayr_dn.de,Cerastium_fontanum,1,Disturbance,T2,25,2022
Bayreuth DRAGNet,bayr_dn.de,Cerastium_fontanum,2,Control,T2,1,2022
Bayreuth DRAGNet,bayr_dn.de,Cerastium_fontanum,3,Disturbance,T2,50,2022
Bayreuth DRAGNet,bayr_dn.de,Cerastium_fontanum,4,NPK,T2,1,2022
Bayreuth DRAGNet,bayr_dn.de,Cerastium_fontanum,4,Disturbance,T2,70,2022
Bayreuth DRAGNet,bayr_dn.de,Cerastium_fontanum,5,NPK,T2,0.1,2022
Bayreuth DRAGNet,bayr_dn.de,Cerastium_fontanum,1,Disturbance,T3,35,2023
Bayreuth DRAGNet,bayr_dn.de,Cerastium_fontanum,4,Disturbance,T3,60,2023
Bayreuth DRAGNet,bayr_dn.de,Cerastium_fontanum,5,NPK,T3,2,2023
Bayreuth DRAGNet,bayr_dn.de,Cerastium_fontanum,5,Control,T3,0.1,2023
CEREEP - Ecotron IDF,cereep_dn.fr,Cerastium_fontanum,1,Control,T2,1,2023
CEREEP - Ecotron IDF,cereep_dn.fr,Cerastium_fontanum,1,Disturbance,T2,1,2023
CEREEP - Ecotron IDF,cereep_dn.fr,Cerastium_fontanum,2,Disturbance,T2,2,2023
CEREEP - Ecotron IDF,cereep_dn.fr,Cerastium_fontanum,3,Disturbance,T2,1,2023
CEREEP - Ecotron IDF,cereep_dn.fr,Cerastium_fontanum,2,Disturbance,T3,1,2024
CEREEP - Ecotron IDF,cereep_dn.fr,Cerastium_fontanum,2,Control,T3,1,2024
CEREEP - Ecotron IDF,cereep_dn.fr,Cerastium_fontanum,3,Disturbance,T3,1,2024
Agroscope Changins,chan_dn.ch,Cerastium_fontanum,1,NPK,T0,0.1,2020
Agroscope Changins,chan_dn.ch,Cerastium_fontanum,1,Disturbance,T0,0.1,2020
Agroscope Changins,chan_dn.ch,Cerastium_fontanum,1,Control,T0,0.1,2020
Agroscope Changins,chan_dn.ch,Cerastium_fontanum,2,Disturbance,T0,0.5,2020
Agroscope Changins,chan_dn.ch,Cerastium_fontanum,2,Control,T0,0.5,2020
Agroscope Changins,chan_dn.ch,Cerastium_fontanum,2,NPK,T0,0.5,2020
Agroscope Changins,chan_dn.ch,Cerastium_fontanum,3,NPK,T0,0.5,2020
Agroscope Changins,chan_dn.ch,Cerastium_fontanum,3,Disturbance,T0,0.5,2020
Agroscope Changins,chan_dn.ch,Cerastium_fontanum,3,Control,T0,0.5,2020
Agroscope Changins,chan_dn.ch,Cerastium_fontanum,4,Control,T0,0.5,2020
Agroscope Changins,chan_dn.ch,Cerastium_fontanum,1,NPK,T1,0.5,2021
Agroscope Changins,chan_dn.ch,Cerastium_fontanum,1,Disturbance,T1,5,2021
Agroscope Changins,chan_dn.ch,Cerastium_fontanum,1,Control,T1,2,2021
Agroscope Changins,chan_dn.ch,Cerastium_fontanum,2,Disturbance,T1,3,2021
Agroscope Changins,chan_dn.ch,Cerastium_fontanum,2,NPK,T1,0.5,2021
Agroscope Changins,chan_dn.ch,Cerastium_fontanum,3,Disturbance,T1,1,2021
Agroscope Changins,chan_dn.ch,Cerastium_fontanum,3,Control,T1,0.5,2021
Agroscope Changins,chan_dn.ch,Cerastium_fontanum,4,Control,T1,1,2021
Agroscope Changins,chan_dn.ch,Cerastium_fontanum,1,Disturbance,T2,1,2022
Agroscope Changins,chan_dn.ch,Cerastium_fontanum,2,Disturbance,T2,1,2022
Agroscope Changins,chan_dn.ch,Cerastium_fontanum,3,NPK,T2,1,2022
Agroscope Changins,chan_dn.ch,Cerastium_fontanum,3,Disturbance,T2,0.5,2022
Agroscope Changins,chan_dn.ch,Cerastium_fontanum,4,Control,T2,0.5,2022
Agroscope Changins,chan_dn.ch,Cerastium_fontanum,4,Disturbance,T2,0.5,2022
Agroscope Changins,chan_dn.ch,Cerastium_fontanum,1,NPK,T3,0.5,2023
Agroscope Changins,chan_dn.ch,Cerastium_fontanum,1,Disturbance,T3,3,2023
Agroscope Changins,chan_dn.ch,Cerastium_fontanum,1,Control,T3,3,2023
Agroscope Changins,chan_dn.ch,Cerastium_fontanum,2,Disturbance,T3,2,2023
Agroscope Changins,chan_dn.ch,Cerastium_fontanum,2,NPK,T3,0.5,2023
Agroscope Changins,chan_dn.ch,Cerastium_fontanum,3,Disturbance,T3,0.5,2023
Agroscope Changins,chan_dn.ch,Cerastium_fontanum,3,Control,T3,1,2023
Agroscope Changins,chan_dn.ch,Cerastium_fontanum,4,Control,T3,0.5,2023
Agroscope Changins,chan_dn.ch,Cerastium_fontanum,4,Disturbance,T3,1,2023
Domaninek,doma_dn.cz,Cerastium_fontanum,1,Disturbance,T2,60,2024
Domaninek,doma_dn.cz,Cerastium_fontanum,2,Disturbance,T2,15,2024
Domaninek,doma_dn.cz,Cerastium_fontanum,3,Disturbance,T2,7,2024
Jena,jena_dn.de,Cerastium_fontanum,4,Control,T0,12,2021
Jena,jena_dn.de,Cerastium_fontanum,4,NPK,T0,9,2021
Jena,jena_dn.de,Cerastium_fontanum,4,Disturbance,T0,15,2021
Jena,jena_dn.de,Cerastium_fontanum,5,NPK,T0,9,2021
Jena,jena_dn.de,Cerastium_fontanum,5,Control,T0,25,2021
Jena,jena_dn.de,Cerastium_fontanum,5,Disturbance,T0,2,2021
Jena,jena_dn.de,Cerastium_fontanum,6,Disturbance,T0,8,2021
Jena,jena_dn.de,Cerastium_fontanum,6,NPK,T0,6,2021
Jena,jena_dn.de,Cerastium_fontanum,6,Control,T0,22,2021
Jena,jena_dn.de,Cerastium_fontanum,4,Control,T1,12,2022
Jena,jena_dn.de,Cerastium_fontanum,4,NPK,T1,6,2022
Jena,jena_dn.de,Cerastium_fontanum,4,Disturbance,T1,0.5,2022
Jena,jena_dn.de,Cerastium_fontanum,5,NPK,T1,6,2022
Jena,jena_dn.de,Cerastium_fontanum,5,Control,T1,45,2022
Jena,jena_dn.de,Cerastium_fontanum,5,Disturbance,T1,5,2022
Jena,jena_dn.de,Cerastium_fontanum,6,NPK,T1,3,2022
Jena,jena_dn.de,Cerastium_fontanum,6,Control,T1,9,2022
Jena,jena_dn.de,Cerastium_fontanum,4,Control,T2,1,2023
Jena,jena_dn.de,Cerastium_fontanum,4,NPK,T2,8,2023
Jena,jena_dn.de,Cerastium_fontanum,4,Disturbance,T2,7,2023
Jena,jena_dn.de,Cerastium_fontanum,5,NPK,T2,0.5,2023
Jena,jena_dn.de,Cerastium_fontanum,5,Control,T2,1,2023
Jena,jena_dn.de,Cerastium_fontanum,5,Disturbance,T2,4,2023
Jena,jena_dn.de,Cerastium_fontanum,6,Disturbance,T2,2,2023
Jena,jena_dn.de,Cerastium_fontanum,6,NPK,T2,0.5,2023
Jena,jena_dn.de,Cerastium_fontanum,6,Control,T2,1,2023
Kellogg Biological Station (KBS),kell_dn.us,Cerastium_fontanum,1,Disturbance,T2,1,2023
Kellogg Biological Station (KBS),kell_dn.us,Cerastium_fontanum,1,Disturbance,T3,1,2024
Kellogg Biological Station (KBS),kell_dn.us,Cerastium_fontanum,2,Disturbance,T3,1,2024
Kniezenberg,kzbg_dn.at,Cerastium_fontanum,2,Disturbance,T2,6,2024
Kniezenberg,kzbg_dn.at,Cerastium_fontanum,3,Control,T2,1,2024
Hazelrigg,lancaster_dn.uk,Cerastium_fontanum,1,NPK,T0,1,2022
Hazelrigg,lancaster_dn.uk,Cerastium_fontanum,3,Disturbance,T0,1,2022
Hazelrigg,lancaster_dn.uk,Cerastium_fontanum,1,NPK,T1,1,2023
Lublin,lubl_dn.pl,Cerastium_fontanum,1,Disturbance,T0,1,2021
Stoderzinken,stod_dn.at,Cerastium_fontanum,1,Control,T0,2,2023
Stoderzinken,stod_dn.at,Cerastium_fontanum,2,Disturbance,T0,1,2023
