Taxon,Taxon_site,RE,RE_se,model,time_period,experiment,ID,site_name,Demo_trait,Demo_value,New_demo_trait,hypoth
Knautia_arvensis,Knautia_arvensis_Wytham Woods,-2.571,0.406,Ordbeta,T0-T1,DIST,1,Wytham Woods,percapita_repro,0.01268104807351584,Per capita reproduction,H1
Lactuca_serriola,Lactuca_serriola_Bad Lauchstaedt,-2.757,0.469,Ordbeta,T0-T1,DIST,1,Bad Lauchstaedt,FirstStepAtt,0.079848166385871,First step attenuation,H3
Lactuca_serriola,Lactuca_serriola_Bad Lauchstaedt,-2.757,0.469,Ordbeta,T0-T1,DIST,1,Bad Lauchstaedt,Lambda,NA,Population growth rate,H4
Lactuca_serriola,Lactuca_serriola_Bad Lauchstaedt,-2.757,0.469,Ordbeta,T0-T1,DIST,1,Bad Lauchstaedt,R0,19.330966057441255,Net reproductive rate,H1
Lactuca_serriola,Lactuca_serriola_Bad Lauchstaedt,-2.757,0.469,Ordbeta,T0-T1,DIST,1,Bad Lauchstaedt,Reactivity,163.51957669793515,Reactivity,H3
Lactuca_serriola,Lactuca_serriola_Bad Lauchstaedt,-2.757,0.469,Ordbeta,T0-T1,DIST,1,Bad Lauchstaedt,T_generation,1.091316030252614,Generation time,H2
Lactuca_serriola,Lactuca_serriola_Bad Lauchstaedt,-2.757,0.469,Ordbeta,T0-T1,DIST,1,Bad Lauchstaedt,age_repro,3.6109660574412534,Age at first reproduction,H2
Lactuca_serriola,Lactuca_serriola_Bad Lauchstaedt,-2.757,0.469,Ordbeta,T0-T1,DIST,1,Bad Lauchstaedt,percapita_repro,1271.12,Per capita reproduction,H1
Lactuca_serriola,Lactuca_serriola_Blandy Experimental Farm,-2.638,0.487,Ordbeta,T0-T1,DIST,1,Blandy Experimental Farm,FirstStepAtt,0.079848166385871,First step attenuation,H3
Lactuca_serriola,Lactuca_serriola_Blandy Experimental Farm,-2.638,0.487,Ordbeta,T0-T1,DIST,1,Blandy Experimental Farm,Lambda,NA,Population growth rate,H4
Lactuca_serriola,Lactuca_serriola_Blandy Experimental Farm,-2.638,0.487,Ordbeta,T0-T1,DIST,1,Blandy Experimental Farm,R0,19.330966057441255,Net reproductive rate,H1
Lactuca_serriola,Lactuca_serriola_Blandy Experimental Farm,-2.638,0.487,Ordbeta,T0-T1,DIST,1,Blandy Experimental Farm,Reactivity,163.51957669793515,Reactivity,H3
Lactuca_serriola,Lactuca_serriola_Blandy Experimental Farm,-2.638,0.487,Ordbeta,T0-T1,DIST,1,Blandy Experimental Farm,T_generation,1.091316030252614,Generation time,H2
Lactuca_serriola,Lactuca_serriola_Blandy Experimental Farm,-2.638,0.487,Ordbeta,T0-T1,DIST,1,Blandy Experimental Farm,age_repro,3.6109660574412534,Age at first reproduction,H2
Lactuca_serriola,Lactuca_serriola_Blandy Experimental Farm,-2.638,0.487,Ordbeta,T0-T1,DIST,1,Blandy Experimental Farm,percapita_repro,1271.12,Per capita reproduction,H1
Lactuca_serriola,Lactuca_serriola_Jena,-2.441,0.521,Ordbeta,T0-T1,DIST,1,Jena,FirstStepAtt,0.079848166385871,First step attenuation,H3
Lactuca_serriola,Lactuca_serriola_Jena,-2.441,0.521,Ordbeta,T0-T1,DIST,1,Jena,Lambda,NA,Population growth rate,H4
Lactuca_serriola,Lactuca_serriola_Jena,-2.441,0.521,Ordbeta,T0-T1,DIST,1,Jena,R0,19.330966057441255,Net reproductive rate,H1
Lactuca_serriola,Lactuca_serriola_Jena,-2.441,0.521,Ordbeta,T0-T1,DIST,1,Jena,Reactivity,163.51957669793515,Reactivity,H3
Lactuca_serriola,Lactuca_serriola_Jena,-2.441,0.521,Ordbeta,T0-T1,DIST,1,Jena,T_generation,1.091316030252614,Generation time,H2
Lactuca_serriola,Lactuca_serriola_Jena,-2.441,0.521,Ordbeta,T0-T1,DIST,1,Jena,age_repro,3.6109660574412534,Age at first reproduction,H2
Lactuca_serriola,Lactuca_serriola_Jena,-2.441,0.521,Ordbeta,T0-T1,DIST,1,Jena,percapita_repro,1271.12,Per capita reproduction,H1
Lactuca_serriola,Lactuca_serriola_Kniezenberg,-2.757,0.469,Ordbeta,T0-T1,DIST,1,Kniezenberg,FirstStepAtt,0.079848166385871,First step attenuation,H3
Lactuca_serriola,Lactuca_serriola_Kniezenberg,-2.757,0.469,Ordbeta,T0-T1,DIST,1,Kniezenberg,Lambda,NA,Population growth rate,H4
Lactuca_serriola,Lactuca_serriola_Kniezenberg,-2.757,0.469,Ordbeta,T0-T1,DIST,1,Kniezenberg,R0,19.330966057441255,Net reproductive rate,H1
Lactuca_serriola,Lactuca_serriola_Kniezenberg,-2.757,0.469,Ordbeta,T0-T1,DIST,1,Kniezenberg,Reactivity,163.51957669793515,Reactivity,H3
Lactuca_serriola,Lactuca_serriola_Kniezenberg,-2.757,0.469,Ordbeta,T0-T1,DIST,1,Kniezenberg,T_generation,1.091316030252614,Generation time,H2
Lactuca_serriola,Lactuca_serriola_Kniezenberg,-2.757,0.469,Ordbeta,T0-T1,DIST,1,Kniezenberg,age_repro,3.6109660574412534,Age at first reproduction,H2
Lactuca_serriola,Lactuca_serriola_Kniezenberg,-2.757,0.469,Ordbeta,T0-T1,DIST,1,Kniezenberg,percapita_repro,1271.12,Per capita reproduction,H1
Lactuca_serriola,Lactuca_serriola_Oak Lake Field Station,-2.842,0.407,Ordbeta,T0-T1,DIST,1,Oak Lake Field Station,FirstStepAtt,0.079848166385871,First step attenuation,H3
Lactuca_serriola,Lactuca_serriola_Oak Lake Field Station,-2.842,0.407,Ordbeta,T0-T1,DIST,1,Oak Lake Field Station,Lambda,NA,Population growth rate,H4
Lactuca_serriola,Lactuca_serriola_Oak Lake Field Station,-2.842,0.407,Ordbeta,T0-T1,DIST,1,Oak Lake Field Station,R0,19.330966057441255,Net reproductive rate,H1
Lactuca_serriola,Lactuca_serriola_Oak Lake Field Station,-2.842,0.407,Ordbeta,T0-T1,DIST,1,Oak Lake Field Station,Reactivity,163.51957669793515,Reactivity,H3
Lactuca_serriola,Lactuca_serriola_Oak Lake Field Station,-2.842,0.407,Ordbeta,T0-T1,DIST,1,Oak Lake Field Station,T_generation,1.091316030252614,Generation time,H2
Lactuca_serriola,Lactuca_serriola_Oak Lake Field Station,-2.842,0.407,Ordbeta,T0-T1,DIST,1,Oak Lake Field Station,age_repro,3.6109660574412534,Age at first reproduction,H2
Lactuca_serriola,Lactuca_serriola_Oak Lake Field Station,-2.842,0.407,Ordbeta,T0-T1,DIST,1,Oak Lake Field Station,percapita_repro,1271.12,Per capita reproduction,H1
Lactuca_serriola,Lactuca_serriola_San Claudio,-3.008,0.389,Ordbeta,T0-T1,DIST,1,San Claudio,FirstStepAtt,0.079848166385871,First step attenuation,H3
Lactuca_serriola,Lactuca_serriola_San Claudio,-3.008,0.389,Ordbeta,T0-T1,DIST,1,San Claudio,Lambda,NA,Population growth rate,H4
Lactuca_serriola,Lactuca_serriola_San Claudio,-3.008,0.389,Ordbeta,T0-T1,DIST,1,San Claudio,R0,19.330966057441255,Net reproductive rate,H1
Lactuca_serriola,Lactuca_serriola_San Claudio,-3.008,0.389,Ordbeta,T0-T1,DIST,1,San Claudio,Reactivity,163.51957669793515,Reactivity,H3
Lactuca_serriola,Lactuca_serriola_San Claudio,-3.008,0.389,Ordbeta,T0-T1,DIST,1,San Claudio,T_generation,1.091316030252614,Generation time,H2
Lactuca_serriola,Lactuca_serriola_San Claudio,-3.008,0.389,Ordbeta,T0-T1,DIST,1,San Claudio,age_repro,3.6109660574412534,Age at first reproduction,H2
Lactuca_serriola,Lactuca_serriola_San Claudio,-3.008,0.389,Ordbeta,T0-T1,DIST,1,San Claudio,percapita_repro,1271.12,Per capita reproduction,H1
Lactuca_serriola,Lactuca_serriola_Wallula Gap Biological Station-North Face,-2.757,0.469,Ordbeta,T0-T1,DIST,1,Wallula Gap Biological Station-North Face,FirstStepAtt,0.079848166385871,First step attenuation,H3
Lactuca_serriola,Lactuca_serriola_Wallula Gap Biological Station-North Face,-2.757,0.469,Ordbeta,T0-T1,DIST,1,Wallula Gap Biological Station-North Face,Lambda,NA,Population growth rate,H4
Lactuca_serriola,Lactuca_serriola_Wallula Gap Biological Station-North Face,-2.757,0.469,Ordbeta,T0-T1,DIST,1,Wallula Gap Biological Station-North Face,R0,19.330966057441255,Net reproductive rate,H1
Lactuca_serriola,Lactuca_serriola_Wallula Gap Biological Station-North Face,-2.757,0.469,Ordbeta,T0-T1,DIST,1,Wallula Gap Biological Station-North Face,Reactivity,163.51957669793515,Reactivity,H3
Lactuca_serriola,Lactuca_serriola_Wallula Gap Biological Station-North Face,-2.757,0.469,Ordbeta,T0-T1,DIST,1,Wallula Gap Biological Station-North Face,T_generation,1.091316030252614,Generation time,H2
Lactuca_serriola,Lactuca_serriola_Wallula Gap Biological Station-North Face,-2.757,0.469,Ordbeta,T0-T1,DIST,1,Wallula Gap Biological Station-North Face,age_repro,3.6109660574412534,Age at first reproduction,H2
Lactuca_serriola,Lactuca_serriola_Wallula Gap Biological Station-North Face,-2.757,0.469,Ordbeta,T0-T1,DIST,1,Wallula Gap Biological Station-North Face,percapita_repro,1271.12,Per capita reproduction,H1
Linum_catharticum,Linum_catharticum_Ainsdale Dune Slacks,-2.757,0.469,Ordbeta,T0-T1,DIST,1,Ainsdale Dune Slacks,FirstStepAtt,0.040953888653857,First step attenuation,H3
Linum_catharticum,Linum_catharticum_Ainsdale Dune Slacks,-2.757,0.469,Ordbeta,T0-T1,DIST,1,Ainsdale Dune Slacks,Lambda,NA,Population growth rate,H4
Linum_catharticum,Linum_catharticum_Ainsdale Dune Slacks,-2.757,0.469,Ordbeta,T0-T1,DIST,1,Ainsdale Dune Slacks,R0,6.015129312162304,Net reproductive rate,H1
Linum_catharticum,Linum_catharticum_Ainsdale Dune Slacks,-2.757,0.469,Ordbeta,T0-T1,DIST,1,Ainsdale Dune Slacks,Reactivity,45.44525239406598,Reactivity,H3
Linum_catharticum,Linum_catharticum_Ainsdale Dune Slacks,-2.757,0.469,Ordbeta,T0-T1,DIST,1,Ainsdale Dune Slacks,T_generation,1.3509279319177008,Generation time,H2
Linum_catharticum,Linum_catharticum_Ainsdale Dune Slacks,-2.757,0.469,Ordbeta,T0-T1,DIST,1,Ainsdale Dune Slacks,age_repro,2.0207556473368453,Age at first reproduction,H2
Linum_catharticum,Linum_catharticum_Ainsdale Dune Slacks,-2.757,0.469,Ordbeta,T0-T1,DIST,1,Ainsdale Dune Slacks,percapita_repro,20.756348164604148,Per capita reproduction,H1
Linum_catharticum,Linum_catharticum_Wytham Woods,-3.036,0.31,Ordbeta,T0-T1,DIST,1,Wytham Woods,FirstStepAtt,0.040953888653857,First step attenuation,H3
Linum_catharticum,Linum_catharticum_Wytham Woods,-3.036,0.31,Ordbeta,T0-T1,DIST,1,Wytham Woods,Lambda,NA,Population growth rate,H4
Linum_catharticum,Linum_catharticum_Wytham Woods,-3.036,0.31,Ordbeta,T0-T1,DIST,1,Wytham Woods,R0,6.015129312162304,Net reproductive rate,H1
Linum_catharticum,Linum_catharticum_Wytham Woods,-3.036,0.31,Ordbeta,T0-T1,DIST,1,Wytham Woods,Reactivity,45.44525239406598,Reactivity,H3
Linum_catharticum,Linum_catharticum_Wytham Woods,-3.036,0.31,Ordbeta,T0-T1,DIST,1,Wytham Woods,T_generation,1.3509279319177008,Generation time,H2
Linum_catharticum,Linum_catharticum_Wytham Woods,-3.036,0.31,Ordbeta,T0-T1,DIST,1,Wytham Woods,age_repro,2.0207556473368453,Age at first reproduction,H2
Linum_catharticum,Linum_catharticum_Wytham Woods,-3.036,0.31,Ordbeta,T0-T1,DIST,1,Wytham Woods,percapita_repro,20.756348164604148,Per capita reproduction,H1
Picris_hieracioides,Picris_hieracioides_Bad Lauchstaedt,-0.872,0.191,Ordbeta,T0-T1,DIST,1,Bad Lauchstaedt,FirstStepAtt,0.01808625404850853,First step attenuation,H3
Picris_hieracioides,Picris_hieracioides_Bad Lauchstaedt,-0.872,0.191,Ordbeta,T0-T1,DIST,1,Bad Lauchstaedt,Lambda,0.8846497432296893,Population growth rate,H4
Picris_hieracioides,Picris_hieracioides_Bad Lauchstaedt,-0.872,0.191,Ordbeta,T0-T1,DIST,1,Bad Lauchstaedt,R0,0.60578254836,Net reproductive rate,H1
Picris_hieracioides,Picris_hieracioides_Bad Lauchstaedt,-0.872,0.191,Ordbeta,T0-T1,DIST,1,Bad Lauchstaedt,Reactivity,310.85749145874036,Reactivity,H3
Picris_hieracioides,Picris_hieracioides_Bad Lauchstaedt,-0.872,0.191,Ordbeta,T0-T1,DIST,1,Bad Lauchstaedt,T_generation,4.117282843535456,Generation time,H2
Picris_hieracioides,Picris_hieracioides_Bad Lauchstaedt,-0.872,0.191,Ordbeta,T0-T1,DIST,1,Bad Lauchstaedt,age_repro,4.678714859437751,Age at first reproduction,H2
Picris_hieracioides,Picris_hieracioides_Bad Lauchstaedt,-0.872,0.191,Ordbeta,T0-T1,DIST,1,Bad Lauchstaedt,percapita_repro,275,Per capita reproduction,H1
Picris_hieracioides,Picris_hieracioides_CEREEP - Ecotron IDF,-2.369,0.31,Ordbeta,T0-T1,DIST,1,CEREEP - Ecotron IDF,FirstStepAtt,0.01808625404850853,First step attenuation,H3
Picris_hieracioides,Picris_hieracioides_CEREEP - Ecotron IDF,-2.369,0.31,Ordbeta,T0-T1,DIST,1,CEREEP - Ecotron IDF,Lambda,0.8846497432296893,Population growth rate,H4
Picris_hieracioides,Picris_hieracioides_CEREEP - Ecotron IDF,-2.369,0.31,Ordbeta,T0-T1,DIST,1,CEREEP - Ecotron IDF,R0,0.60578254836,Net reproductive rate,H1
Picris_hieracioides,Picris_hieracioides_CEREEP - Ecotron IDF,-2.369,0.31,Ordbeta,T0-T1,DIST,1,CEREEP - Ecotron IDF,Reactivity,310.85749145874036,Reactivity,H3
Picris_hieracioides,Picris_hieracioides_CEREEP - Ecotron IDF,-2.369,0.31,Ordbeta,T0-T1,DIST,1,CEREEP - Ecotron IDF,T_generation,4.117282843535456,Generation time,H2
Picris_hieracioides,Picris_hieracioides_CEREEP - Ecotron IDF,-2.369,0.31,Ordbeta,T0-T1,DIST,1,CEREEP - Ecotron IDF,age_repro,4.678714859437751,Age at first reproduction,H2
Picris_hieracioides,Picris_hieracioides_CEREEP - Ecotron IDF,-2.369,0.31,Ordbeta,T0-T1,DIST,1,CEREEP - Ecotron IDF,percapita_repro,275,Per capita reproduction,H1
Picris_hieracioides,Picris_hieracioides_Jena,-2.761,0.359,Ordbeta,T0-T1,DIST,1,Jena,FirstStepAtt,0.01808625404850853,First step attenuation,H3
Picris_hieracioides,Picris_hieracioides_Jena,-2.761,0.359,Ordbeta,T0-T1,DIST,1,Jena,Lambda,0.8846497432296893,Population growth rate,H4
Picris_hieracioides,Picris_hieracioides_Jena,-2.761,0.359,Ordbeta,T0-T1,DIST,1,Jena,R0,0.60578254836,Net reproductive rate,H1
Picris_hieracioides,Picris_hieracioides_Jena,-2.761,0.359,Ordbeta,T0-T1,DIST,1,Jena,Reactivity,310.85749145874036,Reactivity,H3
Picris_hieracioides,Picris_hieracioides_Jena,-2.761,0.359,Ordbeta,T0-T1,DIST,1,Jena,T_generation,4.117282843535456,Generation time,H2
Picris_hieracioides,Picris_hieracioides_Jena,-2.761,0.359,Ordbeta,T0-T1,DIST,1,Jena,age_repro,4.678714859437751,Age at first reproduction,H2
Picris_hieracioides,Picris_hieracioides_Jena,-2.761,0.359,Ordbeta,T0-T1,DIST,1,Jena,percapita_repro,275,Per capita reproduction,H1
Picris_hieracioides,Picris_hieracioides_Saihanba,-2.883,0.453,Ordbeta,T0-T1,DIST,1,Saihanba,FirstStepAtt,0.01808625404850853,First step attenuation,H3
Picris_hieracioides,Picris_hieracioides_Saihanba,-2.883,0.453,Ordbeta,T0-T1,DIST,1,Saihanba,Lambda,0.8846497432296893,Population growth rate,H4
Picris_hieracioides,Picris_hieracioides_Saihanba,-2.883,0.453,Ordbeta,T0-T1,DIST,1,Saihanba,R0,0.60578254836,Net reproductive rate,H1
Picris_hieracioides,Picris_hieracioides_Saihanba,-2.883,0.453,Ordbeta,T0-T1,DIST,1,Saihanba,Reactivity,310.85749145874036,Reactivity,H3
Picris_hieracioides,Picris_hieracioides_Saihanba,-2.883,0.453,Ordbeta,T0-T1,DIST,1,Saihanba,T_generation,4.117282843535456,Generation time,H2
Picris_hieracioides,Picris_hieracioides_Saihanba,-2.883,0.453,Ordbeta,T0-T1,DIST,1,Saihanba,age_repro,4.678714859437751,Age at first reproduction,H2
Picris_hieracioides,Picris_hieracioides_Saihanba,-2.883,0.453,Ordbeta,T0-T1,DIST,1,Saihanba,percapita_repro,275,Per capita reproduction,H1
Pimpinella_saxifraga,Pimpinella_saxifraga_Meranges,-2.446,0.246,Ordbeta,T0-T1,DIST,1,Meranges,FirstStepAtt,0.5669191170421926,First step attenuation,H3
Pimpinella_saxifraga,Pimpinella_saxifraga_Meranges,-2.446,0.246,Ordbeta,T0-T1,DIST,1,Meranges,Lambda,0.9547406316474248,Population growth rate,H4
Pimpinella_saxifraga,Pimpinella_saxifraga_Meranges,-2.446,0.246,Ordbeta,T0-T1,DIST,1,Meranges,R0,0.5471414026251576,Net reproductive rate,H1
Pimpinella_saxifraga,Pimpinella_saxifraga_Meranges,-2.446,0.246,Ordbeta,T0-T1,DIST,1,Meranges,Reactivity,2.7710835208056652,Reactivity,H3
Pimpinella_saxifraga,Pimpinella_saxifraga_Meranges,-2.446,0.246,Ordbeta,T0-T1,DIST,1,Meranges,T_generation,17.43802975526983,Generation time,H2
Pimpinella_saxifraga,Pimpinella_saxifraga_Meranges,-2.446,0.246,Ordbeta,T0-T1,DIST,1,Meranges,age_repro,5.999046320215505,Age at first reproduction,H2
Pimpinella_saxifraga,Pimpinella_saxifraga_Meranges,-2.446,0.246,Ordbeta,T0-T1,DIST,1,Meranges,percapita_repro,1.3108604113212015,Per capita reproduction,H1
Plantago_coronopus,Plantago_coronopus_Algaida,-2.284,0.217,Ordbeta,T0-T1,DIST,1,Algaida,FirstStepAtt,0.38148571912241247,First step attenuation,H3
Plantago_coronopus,Plantago_coronopus_Algaida,-2.284,0.217,Ordbeta,T0-T1,DIST,1,Algaida,Lambda,0.8883340096307588,Population growth rate,H4
Plantago_coronopus,Plantago_coronopus_Algaida,-2.284,0.217,Ordbeta,T0-T1,DIST,1,Algaida,R0,1.2205028226846835,Net reproductive rate,H1
Plantago_coronopus,Plantago_coronopus_Algaida,-2.284,0.217,Ordbeta,T0-T1,DIST,1,Algaida,Reactivity,4.263174228373315,Reactivity,H3
Plantago_coronopus,Plantago_coronopus_Algaida,-2.284,0.217,Ordbeta,T0-T1,DIST,1,Algaida,T_generation,4.958221345536785,Generation time,H2
Plantago_coronopus,Plantago_coronopus_Algaida,-2.284,0.217,Ordbeta,T0-T1,DIST,1,Algaida,age_repro,2.066021816480012,Age at first reproduction,H2
Plantago_coronopus,Plantago_coronopus_Algaida,-2.284,0.217,Ordbeta,T0-T1,DIST,1,Algaida,percapita_repro,1.1775669020351314,Per capita reproduction,H1
Plantago_coronopus,Plantago_coronopus_Caracoles,-2.765,0.313,Ordbeta,T0-T1,DIST,1,Caracoles,FirstStepAtt,0.38148571912241247,First step attenuation,H3
Plantago_coronopus,Plantago_coronopus_Caracoles,-2.765,0.313,Ordbeta,T0-T1,DIST,1,Caracoles,Lambda,0.8883340096307588,Population growth rate,H4
Plantago_coronopus,Plantago_coronopus_Caracoles,-2.765,0.313,Ordbeta,T0-T1,DIST,1,Caracoles,R0,1.2205028226846835,Net reproductive rate,H1
Plantago_coronopus,Plantago_coronopus_Caracoles,-2.765,0.313,Ordbeta,T0-T1,DIST,1,Caracoles,Reactivity,4.263174228373315,Reactivity,H3
Plantago_coronopus,Plantago_coronopus_Caracoles,-2.765,0.313,Ordbeta,T0-T1,DIST,1,Caracoles,T_generation,4.958221345536785,Generation time,H2
Plantago_coronopus,Plantago_coronopus_Caracoles,-2.765,0.313,Ordbeta,T0-T1,DIST,1,Caracoles,age_repro,2.066021816480012,Age at first reproduction,H2
Plantago_coronopus,Plantago_coronopus_Caracoles,-2.765,0.313,Ordbeta,T0-T1,DIST,1,Caracoles,percapita_repro,1.1775669020351314,Per capita reproduction,H1
Plantago_media,Plantago_media_Meranges,-2.414,0.24,Ordbeta,T0-T1,DIST,1,Meranges,FirstStepAtt,0.09763837076732365,First step attenuation,H3
Plantago_media,Plantago_media_Meranges,-2.414,0.24,Ordbeta,T0-T1,DIST,1,Meranges,Lambda,0.9166479924897526,Population growth rate,H4
Plantago_media,Plantago_media_Meranges,-2.414,0.24,Ordbeta,T0-T1,DIST,1,Meranges,R0,0.08234226650862675,Net reproductive rate,H1
Plantago_media,Plantago_media_Meranges,-2.414,0.24,Ordbeta,T0-T1,DIST,1,Meranges,Reactivity,2.6187483541110055,Reactivity,H3
Plantago_media,Plantago_media_Meranges,-2.414,0.24,Ordbeta,T0-T1,DIST,1,Meranges,T_generation,26.657593761418813,Generation time,H2
Plantago_media,Plantago_media_Meranges,-2.414,0.24,Ordbeta,T0-T1,DIST,1,Meranges,age_repro,7.781907794631257,Age at first reproduction,H2
Plantago_media,Plantago_media_Meranges,-2.414,0.24,Ordbeta,T0-T1,DIST,1,Meranges,percapita_repro,1.45375,Per capita reproduction,H1
Plantago_media,Plantago_media_Stoderzinken,-2.551,0.476,Ordbeta,T0-T1,DIST,1,Stoderzinken,FirstStepAtt,0.09763837076732365,First step attenuation,H3
Plantago_media,Plantago_media_Stoderzinken,-2.551,0.476,Ordbeta,T0-T1,DIST,1,Stoderzinken,Lambda,0.9166479924897526,Population growth rate,H4
Plantago_media,Plantago_media_Stoderzinken,-2.551,0.476,Ordbeta,T0-T1,DIST,1,Stoderzinken,R0,0.08234226650862675,Net reproductive rate,H1
Plantago_media,Plantago_media_Stoderzinken,-2.551,0.476,Ordbeta,T0-T1,DIST,1,Stoderzinken,Reactivity,2.6187483541110055,Reactivity,H3
Plantago_media,Plantago_media_Stoderzinken,-2.551,0.476,Ordbeta,T0-T1,DIST,1,Stoderzinken,T_generation,26.657593761418813,Generation time,H2
Plantago_media,Plantago_media_Stoderzinken,-2.551,0.476,Ordbeta,T0-T1,DIST,1,Stoderzinken,age_repro,7.781907794631257,Age at first reproduction,H2
Plantago_media,Plantago_media_Stoderzinken,-2.551,0.476,Ordbeta,T0-T1,DIST,1,Stoderzinken,percapita_repro,1.45375,Per capita reproduction,H1
Poa_alpina,Poa_alpina_Stoderzinken,-2.636,0.465,Ordbeta,T0-T1,DIST,1,Stoderzinken,FirstStepAtt,0.5593809694080667,First step attenuation,H3
Poa_alpina,Poa_alpina_Stoderzinken,-2.636,0.465,Ordbeta,T0-T1,DIST,1,Stoderzinken,Lambda,0.9289514100594022,Population growth rate,H4
Poa_alpina,Poa_alpina_Stoderzinken,-2.636,0.465,Ordbeta,T0-T1,DIST,1,Stoderzinken,R0,0.27504453465122103,Net reproductive rate,H1
Poa_alpina,Poa_alpina_Stoderzinken,-2.636,0.465,Ordbeta,T0-T1,DIST,1,Stoderzinken,Reactivity,2.1100625678449862,Reactivity,H3
Poa_alpina,Poa_alpina_Stoderzinken,-2.636,0.465,Ordbeta,T0-T1,DIST,1,Stoderzinken,T_generation,25.341694910841777,Generation time,H2
Poa_alpina,Poa_alpina_Stoderzinken,-2.636,0.465,Ordbeta,T0-T1,DIST,1,Stoderzinken,age_repro,2.340067942070445,Age at first reproduction,H2
Poa_alpina,Poa_alpina_Stoderzinken,-2.636,0.465,Ordbeta,T0-T1,DIST,1,Stoderzinken,percapita_repro,0.12206831550638131,Per capita reproduction,H1
Potentilla_recta,Potentilla_recta_Churning Rapids,-2.474,0.197,Ordbeta,T0-T1,DIST,1,Churning Rapids,FirstStepAtt,0.4639547588662374,First step attenuation,H3
Potentilla_recta,Potentilla_recta_Churning Rapids,-2.474,0.197,Ordbeta,T0-T1,DIST,1,Churning Rapids,Lambda,1.3233051390988662,Population growth rate,H4
Potentilla_recta,Potentilla_recta_Churning Rapids,-2.474,0.197,Ordbeta,T0-T1,DIST,1,Churning Rapids,R0,4.554568494295668,Net reproductive rate,H1
Potentilla_recta,Potentilla_recta_Churning Rapids,-2.474,0.197,Ordbeta,T0-T1,DIST,1,Churning Rapids,Reactivity,50.87649164118185,Reactivity,H3
Potentilla_recta,Potentilla_recta_Churning Rapids,-2.474,0.197,Ordbeta,T0-T1,DIST,1,Churning Rapids,T_generation,3.091221982561144,Generation time,H2
Potentilla_recta,Potentilla_recta_Churning Rapids,-2.474,0.197,Ordbeta,T0-T1,DIST,1,Churning Rapids,age_repro,4.350285421282276,Age at first reproduction,H2
Potentilla_recta,Potentilla_recta_Churning Rapids,-2.474,0.197,Ordbeta,T0-T1,DIST,1,Churning Rapids,percapita_repro,178.41933,Per capita reproduction,H1
Potentilla_recta,Potentilla_recta_Kellogg Biological Station (KBS),-2.702,0.362,Ordbeta,T0-T1,DIST,1,Kellogg Biological Station (KBS),FirstStepAtt,0.4639547588662374,First step attenuation,H3
Potentilla_recta,Potentilla_recta_Kellogg Biological Station (KBS),-2.702,0.362,Ordbeta,T0-T1,DIST,1,Kellogg Biological Station (KBS),Lambda,1.3233051390988662,Population growth rate,H4
Potentilla_recta,Potentilla_recta_Kellogg Biological Station (KBS),-2.702,0.362,Ordbeta,T0-T1,DIST,1,Kellogg Biological Station (KBS),R0,4.554568494295668,Net reproductive rate,H1
Potentilla_recta,Potentilla_recta_Kellogg Biological Station (KBS),-2.702,0.362,Ordbeta,T0-T1,DIST,1,Kellogg Biological Station (KBS),Reactivity,50.87649164118185,Reactivity,H3
Potentilla_recta,Potentilla_recta_Kellogg Biological Station (KBS),-2.702,0.362,Ordbeta,T0-T1,DIST,1,Kellogg Biological Station (KBS),T_generation,3.091221982561144,Generation time,H2
Potentilla_recta,Potentilla_recta_Kellogg Biological Station (KBS),-2.702,0.362,Ordbeta,T0-T1,DIST,1,Kellogg Biological Station (KBS),age_repro,4.350285421282276,Age at first reproduction,H2
Potentilla_recta,Potentilla_recta_Kellogg Biological Station (KBS),-2.702,0.362,Ordbeta,T0-T1,DIST,1,Kellogg Biological Station (KBS),percapita_repro,178.41933,Per capita reproduction,H1
Primula_elatior,Primula_elatior_Stoderzinken,-2.596,0.36,Ordbeta,T0-T1,DIST,1,Stoderzinken,FirstStepAtt,0.09071608925229445,First step attenuation,H3
Primula_elatior,Primula_elatior_Stoderzinken,-2.596,0.36,Ordbeta,T0-T1,DIST,1,Stoderzinken,Lambda,1.0243599289476764,Population growth rate,H4
Primula_elatior,Primula_elatior_Stoderzinken,-2.596,0.36,Ordbeta,T0-T1,DIST,1,Stoderzinken,R0,5.205777227247125,Net reproductive rate,H1
Primula_elatior,Primula_elatior_Stoderzinken,-2.596,0.36,Ordbeta,T0-T1,DIST,1,Stoderzinken,Reactivity,3.497296267043912,Reactivity,H3
Primula_elatior,Primula_elatior_Stoderzinken,-2.596,0.36,Ordbeta,T0-T1,DIST,1,Stoderzinken,T_generation,16.37818960602043,Generation time,H2
Primula_elatior,Primula_elatior_Stoderzinken,-2.596,0.36,Ordbeta,T0-T1,DIST,1,Stoderzinken,age_repro,4.940070913622387,Age at first reproduction,H2
Primula_elatior,Primula_elatior_Stoderzinken,-2.596,0.36,Ordbeta,T0-T1,DIST,1,Stoderzinken,percapita_repro,2.033292907202877,Per capita reproduction,H1
Primula_veris,Primula_veris_Wytham Woods,-2.8,0.333,Ordbeta,T0-T1,DIST,1,Wytham Woods,FirstStepAtt,0.11620331876130521,First step attenuation,H3
Primula_veris,Primula_veris_Wytham Woods,-2.8,0.333,Ordbeta,T0-T1,DIST,1,Wytham Woods,Lambda,0.9177166512186883,Population growth rate,H4
