Taxon,Taxon_site,RE,RE_se,model,time_period_cover_change,experiment,ID,site_name,Demo_trait,Demo_value,New_demo_trait,hypoth,year_trt,site_time_rich,site_time_simp,site_time_shan,site_time_invsimp,meanSigmas,sigmaonMeans,variability,mean_cover,new_provenance
Picris_hieracioides,Picris_hieracioides_Jena,-2.754,0.39,Ordbeta,T0-T1,DIST,1,Jena,T_generation,-0.1053865245556198,Generation time,H2,T0,0.764043952832024,-0.3862370720152753,0.02721357540323855,0,1.6161310595160223,1.0042933264685494,0.3263285755482111,2.0986936183123164,NAT
Picris_hieracioides,Picris_hieracioides_Jena,-2.754,0.39,Ordbeta,T0-T1,DIST,1,Jena,age_repro,0.42214314688651816,Age at first reproduction,H2,T0,0.764043952832024,-0.3862370720152753,0.02721357540323855,0,1.6161310595160223,1.0042933264685494,0.3263285755482111,2.0986936183123164,NAT
Picris_hieracioides,Picris_hieracioides_Jena,-2.754,0.39,Ordbeta,T0-T1,DIST,1,Jena,percapita_repro,0.3744216519366662,Per capita reproduction,H1,T0,0.764043952832024,-0.3862370720152753,0.02721357540323855,0,1.6161310595160223,1.0042933264685494,0.3263285755482111,2.0986936183123164,NAT
Picris_hieracioides,Picris_hieracioides_Saihanba,-2.919,0.497,Ordbeta,T0-T1,DIST,1,Saihanba,FirstStepAtt,-0.6461792585305886,First step attenuation,H3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAT
Picris_hieracioides,Picris_hieracioides_Saihanba,-2.919,0.497,Ordbeta,T0-T1,DIST,1,Saihanba,Lambda,-0.38259141846096373,Population growth rate,H4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAT
Picris_hieracioides,Picris_hieracioides_Saihanba,-2.919,0.497,Ordbeta,T0-T1,DIST,1,Saihanba,R0,-0.5750565423612315,Net reproductive rate,H1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAT
Picris_hieracioides,Picris_hieracioides_Saihanba,-2.919,0.497,Ordbeta,T0-T1,DIST,1,Saihanba,Reactivity,3.4736505622840204,Reactivity,H3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAT
Picris_hieracioides,Picris_hieracioides_Saihanba,-2.919,0.497,Ordbeta,T0-T1,DIST,1,Saihanba,T_generation,-0.1053865245556198,Generation time,H2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAT
Picris_hieracioides,Picris_hieracioides_Saihanba,-2.919,0.497,Ordbeta,T0-T1,DIST,1,Saihanba,age_repro,0.42214314688651816,Age at first reproduction,H2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAT
Picris_hieracioides,Picris_hieracioides_Saihanba,-2.919,0.497,Ordbeta,T0-T1,DIST,1,Saihanba,percapita_repro,0.3744216519366662,Per capita reproduction,H1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAT
Pimpinella_saxifraga,Pimpinella_saxifraga_Meranges,-2.422,0.269,Ordbeta,T0-T1,DIST,1,Meranges,FirstStepAtt,1.809242998133702,First step attenuation,H3,T0,0.13990671560094858,0.36789476432309715,0.5059990059128129,0,-0.899111549025792,-0.640206423564969,-0.4548207881572258,-0.606484540332569,NAT
Pimpinella_saxifraga,Pimpinella_saxifraga_Meranges,-2.422,0.269,Ordbeta,T0-T1,DIST,1,Meranges,Lambda,-0.20006510576176206,Population growth rate,H4,T0,0.13990671560094858,0.36789476432309715,0.5059990059128129,0,-0.899111549025792,-0.640206423564969,-0.4548207881572258,-0.606484540332569,NAT
Pimpinella_saxifraga,Pimpinella_saxifraga_Meranges,-2.422,0.269,Ordbeta,T0-T1,DIST,1,Meranges,R0,-0.5778904398249024,Net reproductive rate,H1,T0,0.13990671560094858,0.36789476432309715,0.5059990059128129,0,-0.899111549025792,-0.640206423564969,-0.4548207881572258,-0.606484540332569,NAT
Pimpinella_saxifraga,Pimpinella_saxifraga_Meranges,-2.422,0.269,Ordbeta,T0-T1,DIST,1,Meranges,Reactivity,-0.6381747791460491,Reactivity,H3,T0,0.13990671560094858,0.36789476432309715,0.5059990059128129,0,-0.899111549025792,-0.640206423564969,-0.4548207881572258,-0.606484540332569,NAT
Pimpinella_saxifraga,Pimpinella_saxifraga_Meranges,-2.422,0.269,Ordbeta,T0-T1,DIST,1,Meranges,T_generation,1.606819523716066,Generation time,H2,T0,0.13990671560094858,0.36789476432309715,0.5059990059128129,0,-0.899111549025792,-0.640206423564969,-0.4548207881572258,-0.606484540332569,NAT
Pimpinella_saxifraga,Pimpinella_saxifraga_Meranges,-2.422,0.269,Ordbeta,T0-T1,DIST,1,Meranges,age_repro,0.9415624263596433,Age at first reproduction,H2,T0,0.13990671560094858,0.36789476432309715,0.5059990059128129,0,-0.899111549025792,-0.640206423564969,-0.4548207881572258,-0.606484540332569,NAT
Pimpinella_saxifraga,Pimpinella_saxifraga_Meranges,-2.422,0.269,Ordbeta,T0-T1,DIST,1,Meranges,percapita_repro,-0.46726423598976813,Per capita reproduction,H1,T0,0.13990671560094858,0.36789476432309715,0.5059990059128129,0,-0.899111549025792,-0.640206423564969,-0.4548207881572258,-0.606484540332569,NAT
Plantago_coronopus,Plantago_coronopus_Algaida,-2.252,0.239,Ordbeta,T0-T1,DIST,1,Algaida,FirstStepAtt,0.9796328871474114,First step attenuation,H3,T0,-0.7962991402456648,-0.06775737195985027,-0.04835519867951075,0,1.3382641517792153,1.4784114525908816,-0.7414682712198007,-0.9758487627685878,NAT
Plantago_coronopus,Plantago_coronopus_Algaida,-2.252,0.239,Ordbeta,T0-T1,DIST,1,Algaida,Lambda,-0.3729970820733156,Population growth rate,H4,T0,-0.7962991402456648,-0.06775737195985027,-0.04835519867951075,0,1.3382641517792153,1.4784114525908816,-0.7414682712198007,-0.9758487627685878,NAT
Plantago_coronopus,Plantago_coronopus_Algaida,-2.252,0.239,Ordbeta,T0-T1,DIST,1,Algaida,R0,-0.5453495132019984,Net reproductive rate,H1,T0,-0.7962991402456648,-0.06775737195985027,-0.04835519867951075,0,1.3382641517792153,1.4784114525908816,-0.7414682712198007,-0.9758487627685878,NAT
Plantago_coronopus,Plantago_coronopus_Algaida,-2.252,0.239,Ordbeta,T0-T1,DIST,1,Algaida,Reactivity,-0.6182608321980068,Reactivity,H3,T0,-0.7962991402456648,-0.06775737195985027,-0.04835519867951075,0,1.3382641517792153,1.4784114525908816,-0.7414682712198007,-0.9758487627685878,NAT
Plantago_coronopus,Plantago_coronopus_Algaida,-2.252,0.239,Ordbeta,T0-T1,DIST,1,Algaida,T_generation,0.002705011068620026,Generation time,H2,T0,-0.7962991402456648,-0.06775737195985027,-0.04835519867951075,0,1.3382641517792153,1.4784114525908816,-0.7414682712198007,-0.9758487627685878,NAT
Plantago_coronopus,Plantago_coronopus_Algaida,-2.252,0.239,Ordbeta,T0-T1,DIST,1,Algaida,age_repro,-0.6056920431180828,Age at first reproduction,H2,T0,-0.7962991402456648,-0.06775737195985027,-0.04835519867951075,0,1.3382641517792153,1.4784114525908816,-0.7414682712198007,-0.9758487627685878,NAT
Plantago_coronopus,Plantago_coronopus_Algaida,-2.252,0.239,Ordbeta,T0-T1,DIST,1,Algaida,percapita_repro,-0.4676741582317939,Per capita reproduction,H1,T0,-0.7962991402456648,-0.06775737195985027,-0.04835519867951075,0,1.3382641517792153,1.4784114525908816,-0.7414682712198007,-0.9758487627685878,NAT
Plantago_coronopus,Plantago_coronopus_Caracoles,-2.782,0.342,Ordbeta,T0-T1,DIST,1,Caracoles,FirstStepAtt,0.9796328871474114,First step attenuation,H3,T0,-1.5764706867845093,-1.9035018512877446,-1.444734176104233,0,NA,NA,NA,-1.0858721481750615,NAT
Plantago_coronopus,Plantago_coronopus_Caracoles,-2.782,0.342,Ordbeta,T0-T1,DIST,1,Caracoles,Lambda,-0.3729970820733156,Population growth rate,H4,T0,-1.5764706867845093,-1.9035018512877446,-1.444734176104233,0,NA,NA,NA,-1.0858721481750615,NAT
Plantago_coronopus,Plantago_coronopus_Caracoles,-2.782,0.342,Ordbeta,T0-T1,DIST,1,Caracoles,R0,-0.5453495132019984,Net reproductive rate,H1,T0,-1.5764706867845093,-1.9035018512877446,-1.444734176104233,0,NA,NA,NA,-1.0858721481750615,NAT
Plantago_coronopus,Plantago_coronopus_Caracoles,-2.782,0.342,Ordbeta,T0-T1,DIST,1,Caracoles,Reactivity,-0.6182608321980068,Reactivity,H3,T0,-1.5764706867845093,-1.9035018512877446,-1.444734176104233,0,NA,NA,NA,-1.0858721481750615,NAT
Plantago_coronopus,Plantago_coronopus_Caracoles,-2.782,0.342,Ordbeta,T0-T1,DIST,1,Caracoles,T_generation,0.002705011068620026,Generation time,H2,T0,-1.5764706867845093,-1.9035018512877446,-1.444734176104233,0,NA,NA,NA,-1.0858721481750615,NAT
Plantago_coronopus,Plantago_coronopus_Caracoles,-2.782,0.342,Ordbeta,T0-T1,DIST,1,Caracoles,age_repro,-0.6056920431180828,Age at first reproduction,H2,T0,-1.5764706867845093,-1.9035018512877446,-1.444734176104233,0,NA,NA,NA,-1.0858721481750615,NAT
Plantago_coronopus,Plantago_coronopus_Caracoles,-2.782,0.342,Ordbeta,T0-T1,DIST,1,Caracoles,percapita_repro,-0.4676741582317939,Per capita reproduction,H1,T0,-1.5764706867845093,-1.9035018512877446,-1.444734176104233,0,NA,NA,NA,-1.0858721481750615,NAT
Plantago_media,Plantago_media_Meranges,-2.389,0.263,Ordbeta,T0-T1,DIST,1,Meranges,FirstStepAtt,-0.2902712014024899,First step attenuation,H3,T0,0.13990671560094858,0.36789476432309715,0.5059990059128129,0,-0.899111549025792,-0.640206423564969,-0.4548207881572258,-0.606484540332569,NAT
Plantago_media,Plantago_media_Meranges,-2.389,0.263,Ordbeta,T0-T1,DIST,1,Meranges,Lambda,-0.2992635768239684,Population growth rate,H4,T0,0.13990671560094858,0.36789476432309715,0.5059990059128129,0,-0.899111549025792,-0.640206423564969,-0.4548207881572258,-0.606484540332569,NAT
Plantago_media,Plantago_media_Meranges,-2.389,0.263,Ordbeta,T0-T1,DIST,1,Meranges,R0,-0.6003523661131951,Net reproductive rate,H1,T0,0.13990671560094858,0.36789476432309715,0.5059990059128129,0,-0.899111549025792,-0.640206423564969,-0.4548207881572258,-0.606484540332569,NAT
Plantago_media,Plantago_media_Meranges,-2.389,0.263,Ordbeta,T0-T1,DIST,1,Meranges,Reactivity,-0.640207895773941,Reactivity,H3,T0,0.13990671560094858,0.36789476432309715,0.5059990059128129,0,-0.899111549025792,-0.640206423564969,-0.4548207881572258,-0.606484540332569,NAT
Plantago_media,Plantago_media_Meranges,-2.389,0.263,Ordbeta,T0-T1,DIST,1,Meranges,T_generation,2.791872686151754,Generation time,H2,T0,0.13990671560094858,0.36789476432309715,0.5059990059128129,0,-0.899111549025792,-0.640206423564969,-0.4548207881572258,-0.606484540332569,NAT
Plantago_media,Plantago_media_Meranges,-2.389,0.263,Ordbeta,T0-T1,DIST,1,Meranges,age_repro,1.642941322455873,Age at first reproduction,H2,T0,0.13990671560094858,0.36789476432309715,0.5059990059128129,0,-0.899111549025792,-0.640206423564969,-0.4548207881572258,-0.606484540332569,NAT
Plantago_media,Plantago_media_Meranges,-2.389,0.263,Ordbeta,T0-T1,DIST,1,Meranges,percapita_repro,-0.46682480258549314,Per capita reproduction,H1,T0,0.13990671560094858,0.36789476432309715,0.5059990059128129,0,-0.899111549025792,-0.640206423564969,-0.4548207881572258,-0.606484540332569,NAT
Plantago_media,Plantago_media_Stoderzinken,-2.499,0.521,Ordbeta,T0-T1,DIST,1,Stoderzinken,FirstStepAtt,-0.2902712014024899,First step attenuation,H3,T0,-0.7572905629187225,0.7252842431098,0.4744156233804123,0,-0.41320185179705465,-1.0776404116342828,2.026441533526428,-0.9641796158315374,NAT
Plantago_media,Plantago_media_Stoderzinken,-2.499,0.521,Ordbeta,T0-T1,DIST,1,Stoderzinken,Lambda,-0.2992635768239684,Population growth rate,H4,T0,-0.7572905629187225,0.7252842431098,0.4744156233804123,0,-0.41320185179705465,-1.0776404116342828,2.026441533526428,-0.9641796158315374,NAT
Plantago_media,Plantago_media_Stoderzinken,-2.499,0.521,Ordbeta,T0-T1,DIST,1,Stoderzinken,R0,-0.6003523661131951,Net reproductive rate,H1,T0,-0.7572905629187225,0.7252842431098,0.4744156233804123,0,-0.41320185179705465,-1.0776404116342828,2.026441533526428,-0.9641796158315374,NAT
Plantago_media,Plantago_media_Stoderzinken,-2.499,0.521,Ordbeta,T0-T1,DIST,1,Stoderzinken,Reactivity,-0.640207895773941,Reactivity,H3,T0,-0.7572905629187225,0.7252842431098,0.4744156233804123,0,-0.41320185179705465,-1.0776404116342828,2.026441533526428,-0.9641796158315374,NAT
Plantago_media,Plantago_media_Stoderzinken,-2.499,0.521,Ordbeta,T0-T1,DIST,1,Stoderzinken,T_generation,2.791872686151754,Generation time,H2,T0,-0.7572905629187225,0.7252842431098,0.4744156233804123,0,-0.41320185179705465,-1.0776404116342828,2.026441533526428,-0.9641796158315374,NAT
Plantago_media,Plantago_media_Stoderzinken,-2.499,0.521,Ordbeta,T0-T1,DIST,1,Stoderzinken,age_repro,1.642941322455873,Age at first reproduction,H2,T0,-0.7572905629187225,0.7252842431098,0.4744156233804123,0,-0.41320185179705465,-1.0776404116342828,2.026441533526428,-0.9641796158315374,NAT
Plantago_media,Plantago_media_Stoderzinken,-2.499,0.521,Ordbeta,T0-T1,DIST,1,Stoderzinken,percapita_repro,-0.46682480258549314,Per capita reproduction,H1,T0,-0.7572905629187225,0.7252842431098,0.4744156233804123,0,-0.41320185179705465,-1.0776404116342828,2.026441533526428,-0.9641796158315374,NAT
Poa_alpina,Poa_alpina_Stoderzinken,-2.598,0.51,Ordbeta,T0-T1,DIST,1,Stoderzinken,FirstStepAtt,1.7755180943918005,First step attenuation,H3,T0,-0.7572905629187225,0.7252842431098,0.4744156233804123,0,-0.41320185179705465,-1.0776404116342828,2.026441533526428,-0.9641796158315374,NAT
Poa_alpina,Poa_alpina_Stoderzinken,-2.598,0.51,Ordbeta,T0-T1,DIST,1,Stoderzinken,Lambda,-0.2672237854433461,Population growth rate,H4,T0,-0.7572905629187225,0.7252842431098,0.4744156233804123,0,-0.41320185179705465,-1.0776404116342828,2.026441533526428,-0.9641796158315374,NAT
Poa_alpina,Poa_alpina_Stoderzinken,-2.598,0.51,Ordbeta,T0-T1,DIST,1,Stoderzinken,R0,-0.591039818377477,Net reproductive rate,H1,T0,-0.7572905629187225,0.7252842431098,0.4744156233804123,0,-0.41320185179705465,-1.0776404116342828,2.026441533526428,-0.9641796158315374,NAT
Poa_alpina,Poa_alpina_Stoderzinken,-2.598,0.51,Ordbeta,T0-T1,DIST,1,Stoderzinken,Reactivity,-0.6469969882262613,Reactivity,H3,T0,-0.7572905629187225,0.7252842431098,0.4744156233804123,0,-0.41320185179705465,-1.0776404116342828,2.026441533526428,-0.9641796158315374,NAT
Poa_alpina,Poa_alpina_Stoderzinken,-2.598,0.51,Ordbeta,T0-T1,DIST,1,Stoderzinken,T_generation,2.6227312719501965,Generation time,H2,T0,-0.7572905629187225,0.7252842431098,0.4744156233804123,0,-0.41320185179705465,-1.0776404116342828,2.026441533526428,-0.9641796158315374,NAT
Poa_alpina,Poa_alpina_Stoderzinken,-2.598,0.51,Ordbeta,T0-T1,DIST,1,Stoderzinken,age_repro,-0.4978821140774352,Age at first reproduction,H2,T0,-0.7572905629187225,0.7252842431098,0.4744156233804123,0,-0.41320185179705465,-1.0776404116342828,2.026441533526428,-0.9641796158315374,NAT
Poa_alpina,Poa_alpina_Stoderzinken,-2.598,0.51,Ordbeta,T0-T1,DIST,1,Stoderzinken,percapita_repro,-0.4709201703546816,Per capita reproduction,H1,T0,-0.7572905629187225,0.7252842431098,0.4744156233804123,0,-0.41320185179705465,-1.0776404116342828,2.026441533526428,-0.9641796158315374,NAT
Potentilla_recta,Potentilla_recta_Churning Rapids,-2.45,0.22,Ordbeta,T0-T1,DIST,1,Churning Rapids,FirstStepAtt,1.348590960408869,First step attenuation,H3,T0,-0.28918763499541594,-0.21060534979087156,-0.11844543096706447,0,-0.3059248891415658,0.04365022904444811,-0.8281278578251694,-0.4293992819164351,INT
Potentilla_recta,Potentilla_recta_Churning Rapids,-2.45,0.22,Ordbeta,T0-T1,DIST,1,Churning Rapids,Lambda,0.7597275585281995,Population growth rate,H4,T0,-0.28918763499541594,-0.21060534979087156,-0.11844543096706447,0,-0.3059248891415658,0.04365022904444811,-0.8281278578251694,-0.4293992819164351,INT
Potentilla_recta,Potentilla_recta_Churning Rapids,-2.45,0.22,Ordbeta,T0-T1,DIST,1,Churning Rapids,R0,-0.38422714541584707,Net reproductive rate,H1,T0,-0.28918763499541594,-0.21060534979087156,-0.11844543096706447,0,-0.3059248891415658,0.04365022904444811,-0.8281278578251694,-0.4293992819164351,INT
Potentilla_recta,Potentilla_recta_Churning Rapids,-2.45,0.22,Ordbeta,T0-T1,DIST,1,Churning Rapids,Reactivity,0.003856258487543551,Reactivity,H3,T0,-0.28918763499541594,-0.21060534979087156,-0.11844543096706447,0,-0.3059248891415658,0.04365022904444811,-0.8281278578251694,-0.4293992819164351,INT
Potentilla_recta,Potentilla_recta_Churning Rapids,-2.45,0.22,Ordbeta,T0-T1,DIST,1,Churning Rapids,T_generation,-0.23727309395717885,Generation time,H2,T0,-0.28918763499541594,-0.21060534979087156,-0.11844543096706447,0,-0.3059248891415658,0.04365022904444811,-0.8281278578251694,-0.4293992819164351,INT
Potentilla_recta,Potentilla_recta_Churning Rapids,-2.45,0.22,Ordbeta,T0-T1,DIST,1,Churning Rapids,age_repro,0.2929387863208837,Age at first reproduction,H2,T0,-0.28918763499541594,-0.21060534979087156,-0.11844543096706447,0,-0.3059248891415658,0.04365022904444811,-0.8281278578251694,-0.4293992819164351,INT
Potentilla_recta,Potentilla_recta_Churning Rapids,-2.45,0.22,Ordbeta,T0-T1,DIST,1,Churning Rapids,percapita_repro,0.07740370263970206,Per capita reproduction,H1,T0,-0.28918763499541594,-0.21060534979087156,-0.11844543096706447,0,-0.3059248891415658,0.04365022904444811,-0.8281278578251694,-0.4293992819164351,INT
Potentilla_recta,Potentilla_recta_Kellogg Biological Station (KBS),-2.694,0.393,Ordbeta,T0-T1,DIST,1,Kellogg Biological Station (KBS),FirstStepAtt,1.348590960408869,First step attenuation,H3,T0,0.6080096435242552,-0.3823161357234788,-0.16217943353098632,0,-0.6951717449115951,-0.3815561424686202,-0.7649907190758011,2.026063801802161,INT
Potentilla_recta,Potentilla_recta_Kellogg Biological Station (KBS),-2.694,0.393,Ordbeta,T0-T1,DIST,1,Kellogg Biological Station (KBS),Lambda,0.7597275585281995,Population growth rate,H4,T0,0.6080096435242552,-0.3823161357234788,-0.16217943353098632,0,-0.6951717449115951,-0.3815561424686202,-0.7649907190758011,2.026063801802161,INT
Potentilla_recta,Potentilla_recta_Kellogg Biological Station (KBS),-2.694,0.393,Ordbeta,T0-T1,DIST,1,Kellogg Biological Station (KBS),R0,-0.38422714541584707,Net reproductive rate,H1,T0,0.6080096435242552,-0.3823161357234788,-0.16217943353098632,0,-0.6951717449115951,-0.3815561424686202,-0.7649907190758011,2.026063801802161,INT
Potentilla_recta,Potentilla_recta_Kellogg Biological Station (KBS),-2.694,0.393,Ordbeta,T0-T1,DIST,1,Kellogg Biological Station (KBS),Reactivity,0.003856258487543551,Reactivity,H3,T0,0.6080096435242552,-0.3823161357234788,-0.16217943353098632,0,-0.6951717449115951,-0.3815561424686202,-0.7649907190758011,2.026063801802161,INT
Potentilla_recta,Potentilla_recta_Kellogg Biological Station (KBS),-2.694,0.393,Ordbeta,T0-T1,DIST,1,Kellogg Biological Station (KBS),T_generation,-0.23727309395717885,Generation time,H2,T0,0.6080096435242552,-0.3823161357234788,-0.16217943353098632,0,-0.6951717449115951,-0.3815561424686202,-0.7649907190758011,2.026063801802161,INT
Potentilla_recta,Potentilla_recta_Kellogg Biological Station (KBS),-2.694,0.393,Ordbeta,T0-T1,DIST,1,Kellogg Biological Station (KBS),age_repro,0.2929387863208837,Age at first reproduction,H2,T0,0.6080096435242552,-0.3823161357234788,-0.16217943353098632,0,-0.6951717449115951,-0.3815561424686202,-0.7649907190758011,2.026063801802161,INT
Potentilla_recta,Potentilla_recta_Kellogg Biological Station (KBS),-2.694,0.393,Ordbeta,T0-T1,DIST,1,Kellogg Biological Station (KBS),percapita_repro,0.07740370263970206,Per capita reproduction,H1,T0,0.6080096435242552,-0.3823161357234788,-0.16217943353098632,0,-0.6951717449115951,-0.3815561424686202,-0.7649907190758011,2.026063801802161,INT
Primula_elatior,Primula_elatior_Stoderzinken,-2.572,0.388,Ordbeta,T0-T1,DIST,1,Stoderzinken,FirstStepAtt,-0.32124078293626573,First step attenuation,H3,T0,-0.7572905629187225,0.7252842431098,0.4744156233804123,0,-0.41320185179705465,-1.0776404116342828,2.026441533526428,-0.9641796158315374,NAT
Primula_elatior,Primula_elatior_Stoderzinken,-2.572,0.388,Ordbeta,T0-T1,DIST,1,Stoderzinken,Lambda,-0.018766881188124567,Population growth rate,H4,T0,-0.7572905629187225,0.7252842431098,0.4744156233804123,0,-0.41320185179705465,-1.0776404116342828,2.026441533526428,-0.9641796158315374,NAT
Primula_elatior,Primula_elatior_Stoderzinken,-2.572,0.388,Ordbeta,T0-T1,DIST,1,Stoderzinken,R0,-0.3527567716108045,Net reproductive rate,H1,T0,-0.7572905629187225,0.7252842431098,0.4744156233804123,0,-0.41320185179705465,-1.0776404116342828,2.026441533526428,-0.9641796158315374,NAT
Primula_elatior,Primula_elatior_Stoderzinken,-2.572,0.388,Ordbeta,T0-T1,DIST,1,Stoderzinken,Reactivity,-0.6284824983562601,Reactivity,H3,T0,-0.7572905629187225,0.7252842431098,0.4744156233804123,0,-0.41320185179705465,-1.0776404116342828,2.026441533526428,-0.9641796158315374,NAT
Primula_elatior,Primula_elatior_Stoderzinken,-2.572,0.388,Ordbeta,T0-T1,DIST,1,Stoderzinken,T_generation,1.4705910730315748,Generation time,H2,T0,-0.7572905629187225,0.7252842431098,0.4744156233804123,0,-0.41320185179705465,-1.0776404116342828,2.026441533526428,-0.9641796158315374,NAT
Primula_elatior,Primula_elatior_Stoderzinken,-2.572,0.388,Ordbeta,T0-T1,DIST,1,Stoderzinken,age_repro,0.5249607933512598,Age at first reproduction,H2,T0,-0.7572905629187225,0.7252842431098,0.4744156233804123,0,-0.41320185179705465,-1.0776404116342828,2.026441533526428,-0.9641796158315374,NAT
Primula_elatior,Primula_elatior_Stoderzinken,-2.572,0.388,Ordbeta,T0-T1,DIST,1,Stoderzinken,percapita_repro,-0.46504251379181427,Per capita reproduction,H1,T0,-0.7572905629187225,0.7252842431098,0.4744156233804123,0,-0.41320185179705465,-1.0776404116342828,2.026441533526428,-0.9641796158315374,NAT
Primula_veris,Primula_veris_Wytham Woods,-2.799,0.364,Ordbeta,T0-T1,DIST,1,Wytham Woods,FirstStepAtt,-0.2072135174117957,First step attenuation,H3,T0,1.1385262951706692,0.9703437817001139,1.0760089899315513,0,-0.48678535534291734,-0.5976146616129729,0.41522666757088206,-0.12047087426531668,NAT
Primula_veris,Primula_veris_Wytham Woods,-2.799,0.364,Ordbeta,T0-T1,DIST,1,Wytham Woods,Lambda,-0.2964806425263759,Population growth rate,H4,T0,1.1385262951706692,0.9703437817001139,1.0760089899315513,0,-0.48678535534291734,-0.5976146616129729,0.41522666757088206,-0.12047087426531668,NAT
Primula_veris,Primula_veris_Wytham Woods,-2.799,0.364,Ordbeta,T0-T1,DIST,1,Wytham Woods,R0,-0.5616954913584933,Net reproductive rate,H1,T0,1.1385262951706692,0.9703437817001139,1.0760089899315513,0,-0.48678535534291734,-0.5976146616129729,0.41522666757088206,-0.12047087426531668,NAT
Primula_veris,Primula_veris_Wytham Woods,-2.799,0.364,Ordbeta,T0-T1,DIST,1,Wytham Woods,Reactivity,-0.4829097220886561,Reactivity,H3,T0,1.1385262951706692,0.9703437817001139,1.0760089899315513,0,-0.48678535534291734,-0.5976146616129729,0.41522666757088206,-0.12047087426531668,NAT
Primula_veris,Primula_veris_Wytham Woods,-2.799,0.364,Ordbeta,T0-T1,DIST,1,Wytham Woods,T_generation,3.3610785267259335,Generation time,H2,T0,1.1385262951706692,0.9703437817001139,1.0760089899315513,0,-0.48678535534291734,-0.5976146616129729,0.41522666757088206,-0.12047087426531668,NAT
Primula_veris,Primula_veris_Wytham Woods,-2.799,0.364,Ordbeta,T0-T1,DIST,1,Wytham Woods,age_repro,1.8516941953617718,Age at first reproduction,H2,T0,1.1385262951706692,0.9703437817001139,1.0760089899315513,0,-0.48678535534291734,-0.5976146616129729,0.41522666757088206,-0.12047087426531668,NAT
Primula_veris,Primula_veris_Wytham Woods,-2.799,0.364,Ordbeta,T0-T1,DIST,1,Wytham Woods,percapita_repro,-0.42955089936534474,Per capita reproduction,H1,T0,1.1385262951706692,0.9703437817001139,1.0760089899315513,0,-0.48678535534291734,-0.5976146616129729,0.41522666757088206,-0.12047087426531668,NAT
Ranunculus_acris,Ranunculus_acris_Agroscope Changins,-2.246,0.221,Ordbeta,T0-T1,DIST,1,Agroscope Changins,FirstStepAtt,-0.24233073874480135,First step attenuation,H3,T0,1.1151211487745039,1.231861200363381,1.4334641159886803,0,-1.2881608799324629,-1.398708630217884,1.650051594077399,0.46165430853599404,NAT
Ranunculus_acris,Ranunculus_acris_Agroscope Changins,-2.246,0.221,Ordbeta,T0-T1,DIST,1,Agroscope Changins,Lambda,0.3017124209552685,Population growth rate,H4,T0,1.1151211487745039,1.231861200363381,1.4334641159886803,0,-1.2881608799324629,-1.398708630217884,1.650051594077399,0.46165430853599404,NAT
Ranunculus_acris,Ranunculus_acris_Agroscope Changins,-2.246,0.221,Ordbeta,T0-T1,DIST,1,Agroscope Changins,R0,-0.5291856079155703,Net reproductive rate,H1,T0,1.1151211487745039,1.231861200363381,1.4334641159886803,0,-1.2881608799324629,-1.398708630217884,1.650051594077399,0.46165430853599404,NAT
Ranunculus_acris,Ranunculus_acris_Agroscope Changins,-2.246,0.221,Ordbeta,T0-T1,DIST,1,Agroscope Changins,Reactivity,-0.5860001031334813,Reactivity,H3,T0,1.1151211487745039,1.231861200363381,1.4334641159886803,0,-1.2881608799324629,-1.398708630217884,1.650051594077399,0.46165430853599404,NAT
Ranunculus_acris,Ranunculus_acris_Agroscope Changins,-2.246,0.221,Ordbeta,T0-T1,DIST,1,Agroscope Changins,T_generation,-0.14243846974162613,Generation time,H2,T0,1.1151211487745039,1.231861200363381,1.4334641159886803,0,-1.2881608799324629,-1.398708630217884,1.650051594077399,0.46165430853599404,NAT
Ranunculus_acris,Ranunculus_acris_Agroscope Changins,-2.246,0.221,Ordbeta,T0-T1,DIST,1,Agroscope Changins,age_repro,-0.21668546161353322,Age at first reproduction,H2,T0,1.1151211487745039,1.231861200363381,1.4334641159886803,0,-1.2881608799324629,-1.398708630217884,1.650051594077399,0.46165430853599404,NAT
Ranunculus_acris,Ranunculus_acris_Agroscope Changins,-2.246,0.221,Ordbeta,T0-T1,DIST,1,Agroscope Changins,percapita_repro,-0.44989123727354813,Per capita reproduction,H1,T0,1.1151211487745039,1.231861200363381,1.4334641159886803,0,-1.2881608799324629,-1.398708630217884,1.650051594077399,0.46165430853599404,NAT
Ranunculus_acris,Ranunculus_acris_Bayreuth DRAGNet,-2.508,0.296,Ordbeta,T0-T1,DIST,1,Bayreuth DRAGNet,FirstStepAtt,-0.24233073874480135,First step attenuation,H3,T0,1.7002498086786373,1.1903000578533576,1.5813921901858357,0,0.7663265952564761,0.8046703576991449,-0.4657062309279624,0.012833603314585775,NAT
